	Original ID	Gene Name in CARD	ARO	Database
888	argannot~~~(Flq)qnrB28~~~HM439643:1-645	QnrB28	3002743	argannot
889	argannot~~~(Bla)blaOXA-29~~~AJ400619:34-834	OXA-29	3001424	argannot
890	argannot~~~(MLS)mph(E)~~~JF769133:8777-9661	mphE	3003741	argannot
891	argannot~~~(Tmt)dfrF~~~NG_047755:101-595	dfrF	3002867	argannot
892	argannot~~~(Bla)blaROB-1~~~AF022114:303-1220	ROB-1	3002995	argannot
893	argannot~~~(Bla)blaOXA-552~~~KY682754:1-873	OXA-552	3005776	argannot
894	argannot~~~(Bla)blaFOX-2~~~Y10282:19-1167	FOX-2	3002156	argannot
895	argannot~~~(Bla)blaCTX-M-76~~~AM982520:5549-6424	CTX-M-76	3001937	argannot
896	argannot~~~(Flq)qnrB5~~~DQ303919:1-681	QnrB5	3002719	argannot
897	argannot~~~(AGly)aac6-Iu~~~AF031329:1-441	AAC(6')-Iu	3002565	argannot
898	argannot~~~(Bla)blaIND-11~~~HM245379:57-788	IND-11	3002267	argannot
899	argannot~~~(Bla)blaSGM-2~~~NG_049984:101-1036	SGM-2	3006988	argannot
900	argannot~~~(Bla)blaIND-5~~~AY504627:1-720	IND-5	3002261	argannot
901	argannot~~~(AGly)aph3-Va~~~U24442:680-1456	APH(3')-VIIIa	3004680	argannot
902	argannot~~~(Bla)blaKPC-22~~~KM379100:1-882	KPC-22	3003180	argannot
903	argannot~~~(Bla)blaOXA-93~~~DQ519087:39-863	OXA-93	3001628	argannot
904	argannot~~~(Bla)blaORN1a~~~AY307386:209-1084	ORN-1	3006957	argannot
905	argannot~~~(Bla)blaIMP-13~~~JN091097:261-1001	IMP-13	3002204	argannot
906	argannot~~~(Bla)blaTEM-214~~~KP050491:1-861	TEM-214	3001391	argannot
907	argannot~~~(Bla)blaIMP-37~~~JX131372:97-843	IMP-37	3002228	argannot
908	argannot~~~(Bla)blaGOB-4~~~AF189293:1-756	GOB-4	3004811	argannot
909	argannot~~~(Bla)blaOXA-144~~~FJ872530:1-825	OXA-144	3002480	argannot
910	argannot~~~(Bla)blaOXA-113~~~EF653400:435-1259	OXA-113	3001644	argannot
911	argannot~~~(Bla)blaTEM-77~~~AF190695:209-1069	TEM-73	3000939	argannot
912	argannot~~~(Bla)blaELM-1~~~NG_062206:1-942	ELM-1	3006885	argannot
913	argannot~~~(Bla)blaCTX-M-40~~~AY750914:207-1079	CTX-M-40	3001902	argannot
914	argannot~~~(Flq)crpP~~~NG_062203:101-298	cmrA	3002702	argannot
915	argannot~~~(Bla)blaNDM-22~~~MH243357:1-813	NDM-22	3004865	argannot
916	argannot~~~(Bla)blaNDM-5~~~JN104597:1-813	NDM-5	3000467	argannot
917	argannot~~~(Col)mcr-3.3~~~NG_055783:101-1723	MCR-3.3	3004662	argannot
918	argannot~~~(Bla)blaPER-7~~~JQ639792:6580-7506	PER-7	3002369	argannot
919	argannot~~~(Bla)blaCTX-M-45~~~D89862:112-981	CTX-M-45	3001907	argannot
920	argannot~~~(Bla)blaOXA-178~~~HM113564:1-825	OXA-178	3001472	argannot
921	argannot~~~(Bla)blaIMP-11~~~AB074436:17-754	IMP-11	3002202	argannot
922	argannot~~~(AGly)aphA6~~~JF949760:695-1474	APH(3')-VIa	3002652	argannot
923	argannot~~~(Bla)blaACC-4~~~EF504260:1995-3155	ACC-4	3001818	argannot
924	argannot~~~(Bla)blaSHV-95~~~EF373972:1-861	SHV-95	3001147	argannot
925	argannot~~~(Bla)blaADC-11~~~NG_048635:1-1152	ADC-11	3004615	argannot
926	argannot~~~(Bla)blaCTX-M-52~~~GU125667:1-876	CTX-M-52	3001914	argannot
927	argannot~~~(Bla)blaCARB-33~~~NG_048737:1	CARB-33	3005569	argannot
928	argannot~~~(Bla)blaCTX-M-41~~~DQ023162:1-876	CTX-M-41	3001903	argannot
929	argannot~~~(Bla)blaADC-19~~~NG_048643:1--1152	ADC-19	3003863	argannot
930	argannot~~~(Bla)blaOXA-132~~~EU547447:1-825	OXA-132	3001653	argannot
931	argannot~~~(Bla)blaOXA-209~~~JF268688:5408-6232	OXA-209	3001809	argannot
932	argannot~~~(Bla)blaCTX-M-51~~~DQ211987:1-876	CTX-M-51	3001913	argannot
933	argannot~~~(Bla)blaCTX-M-60~~~AM411407:1-876	CTX-M-60	3001921	argannot
934	argannot~~~(Bla)blaOXA-237~~~JQ820241:1-831	OXA-237	3001678	argannot
935	argannot~~~(Flq)qnr-S5~~~HQ631377:1-657	QnrS5	3002794	argannot
936	argannot~~~(Bla)blaOXA-169~~~HM488990:1-822	OXA-169	3001469	argannot
937	argannot~~~(Phe)cmlA1~~~M64556:601-1860	cmlA1	3002693	argannot
938	argannot~~~(Tmt)dfrA27~~~EU675686:2543-3016	dfrA27	3004550	argannot
939	argannot~~~(Bla)penA~~~AB511945:1298-3049			argannot
940	argannot~~~(Bla)blaTEM-52~~~Y13612:1-861	TEM-52	3000921	argannot
941	argannot~~~(Bla)blaCTX-M-77~~~AM982521:1912-2787	CTX-M-77	3001938	argannot
942	argannot~~~(AGly)aac6-I30~~~AY289608:1524-2078	AAC(6')-I30	3002588	argannot
943	argannot~~~(Bla)blaTEM-116~~~AY425988:6-866	TEM-116	3000979	argannot
944	argannot~~~(AGly)aac6-Ir~~~AF031326:1-441	AAC(6')-Ir	3002561	argannot
945	argannot~~~(Col)mcr-3.19~~~NG_055497:101-1726	MCR-3.5	3004505	argannot
946	argannot~~~(Col)mcr-3.19~~~NG_055497:101-1726	MCR-3.1	3004139	argannot
947	argannot~~~(Bla)blaOXA-149~~~GQ853680:1-825	OXA-149	3001454	argannot
948	argannot~~~(Bla)blaVIM-33~~~JX258134:1-801	VIM-33	3002303	argannot
949	argannot~~~(Bla)blaCMY-43~~~FJ360626:1-1146	CMY-43	3002054	argannot
950	argannot~~~(Gly)VanU~~~NG_048466:101-328	vanU gene in vanG cluster	3004253	argannot
951	argannot~~~(MLS)lnu(D)~~~EF452177:19-513	lnuD	3002838	argannot
952	argannot~~~(Bla)blaR1_Bacilli~~~NG_047539:1-1758	mecR1	3000215	argannot
953	argannot~~~(Bla)ampH_Ecoli~~~AP012030:395554-396711	Escherichia coli ampH beta-lactamase	3004612	argannot
954	argannot~~~(Bla)blaB-14~~~JN635697:973-1719	BlaB-14	3005527	argannot
955	argannot~~~(MLS)erm(T)~~~M64090:168-902	ErmT	3000595	argannot
956	argannot~~~(Bla)blaSHV-71~~~AM176546:1-861	SHV-71	3001125	argannot
957	argannot~~~(MLS)msr(D)~~~AF274302:2462-3925	msrE	3003109	argannot
958	argannot~~~(Bla)blaOXY4-1~~~AY077481:125-1058	OXY-4-1	3002410	argannot
959	argannot~~~(AGly)aac3-IIa~~~X51534:91-951	AAC(3)-IIe	3004621	argannot
960	argannot~~~(Bla)blaADC-77~~~KP881237:54-1205	ADC-77	3003883	argannot
961	argannot~~~(Bla)blaGOB-12~~~AY647249:1-873	GOB-12	3004804	argannot
962	argannot~~~(Bla)blaIMP-7~~~AY625685:1-741	IMP-7	3002198	argannot
963	argannot~~~(Bla)blaIMP-9~~~HM106459:3-740	IMP-9	3002200	argannot
964	argannot~~~(Bla)blaSHV-152~~~JX121119:1-858	SHV-152	3001191	argannot
965	argannot~~~(Bla)blaTEM-207~~~KC818234:1-861	TEM-207	3001384	argannot
966	argannot~~~(Bla)blaTEM-99~~~AF397066:1-861	TEM-99	3006140	argannot
967	argannot~~~(Bla)car-1~~~NG_048712:101-1129	CAR-1	3006903	argannot
968	argannot~~~(Bla)blaACT-10~~~JN848330:1-1146	ACT-10	3001832	argannot
969	argannot~~~(Bla)blaCTX-M-26~~~AY157676:1-876	CTX-M-26	3001888	argannot
970	argannot~~~(Bla)blaSHV-24~~~AB023477:1-861	SHV-24	3001082	argannot
971	argannot~~~(Bla)blaNDM-28~~~MK425035:1-813	NDM-28	3004871	argannot
972	argannot~~~(Bla)blaCMY-18~~~AY743434:47-1198	CMY-18	3002029	argannot
973	argannot~~~(AGly)aadA6~~~AF140629:61-906	aadA6	3002606	argannot
974	argannot~~~(Phe)cmlA4~~~NG_047652:101-1360	cmlA4	3002694	argannot
975	argannot~~~(AGly)aac3-IXa~~~M55427:274-1119	AAC(3)-IXa	3002543	argannot
976	argannot~~~(Fcyn)FosC~~~Z33413:387-935	FosC	3000380	argannot
977	argannot~~~(Bla)blaKHM-1~~~AB364006:62-787	KHM-1	3000847	argannot
978	argannot~~~(Bla)blaADC-25~~~EF016355:1-1152	ADC-25	3003868	argannot
979	argannot~~~(Bla)blaCARB-32~~~NG_048736:1	CARB-32	3005568	argannot
980	argannot~~~(MLS)vga(A)~~~M90056:909-2477	vgaA	3002829	argannot
981	argannot~~~(Bla)blaCTX-M-8~~~AF189721:274-1119	CTX-M-8	3001871	argannot
982	argannot~~~(Bla)blaLHK-7~~~NG_056488:1..1173	Laribacter hongkongensis ampC beta-lactamase	3004292	argannot
983	argannot~~~(Bla)blaB-13~~~EF595959:1-750	BlaB-13	3005526	argannot
984	argannot~~~(MLS)erm(38)~~~AY154657:63-1223	Erm(38)	3000601	argannot
985	argannot~~~(AGly)aph6-Ia~~~AY971801:1-924	APH(6)-Ia	3002657	argannot
986	argannot~~~(AGly)aac6-Is~~~AF031327:1-441	AAC(6')-Is	3002562	argannot
987	argannot~~~(AGly)aadA5~~~AF137361:64-852	aadA5	3002605	argannot
988	argannot~~~(Tmt)dfrA15~~~JN108895:93-551	dfrA15	3003013	argannot
989	argannot~~~(Bla)blaLCR-1~~~X56809:112-894	LCR-1	3002997	argannot
990	argannot~~~(Bla)blaOXA-817~~~NG_064775:1-822	OXA-817	3006016	argannot
991	argannot~~~(Bla)blaCTX-M-117~~~JN227085:1-876	CTX-M-117	3001977	argannot
992	argannot~~~(Gly)vanY-D~~~AB242319:1958-3025	vanY gene in vanD cluster	3002957	argannot
993	argannot~~~(Bla)blaCTX-M-53~~~NC_011604:5892-6767	CTX-M-53	3001915	argannot
994	argannot~~~(MLS)oleD~~~NG_048021:11248	oleD	3000865	argannot
995	argannot~~~(Bla)blaSHV-179~~~KF705208:1-861	SHV-179	3001362	argannot
996	argannot~~~(Bla)blaOXA-824~~~NG_064781:1-801	OXA-824	3006022	argannot
997	argannot~~~(Sul)sul1~~~AF071413:6700-7539	sul1	3000410	argannot
998	argannot~~~(Bla)blaCTX-M-79~~~GU125702:1-876	CTX-M-79	3001940	argannot
999	argannot~~~(Bla)blaMOX-5~~~GQ152600:1-1152	MOX-5	3002188	argannot
1000	argannot~~~(Bla)blaCMY-34~~~EF394370:1-1146	CMY-34	3002045	argannot
1001	argannot~~~(Oxzln)OptrA_5~~~MH225424:3764-5731	optrA	3003746	argannot
1002	argannot~~~(Phe)catB~~~M93113:145-804	Clostridium butyricum catB	3002674	argannot
1003	argannot~~~(Bla)blaTEM-139~~~DQ072853:1-861	TEM-139	3001003	argannot
1004	argannot~~~(Bla)blaCTX-M-63~~~AB205197:4-876	CTX-M-63	3001924	argannot
1005	argannot~~~(Bla)blaTHIN-B~~~AJ250876:37-987	THIN-B	3000851	argannot
1006	argannot~~~(Bla)blaCTX-M-110~~~JF274242:1-877	CTX-M-110	3001970	argannot
1007	argannot~~~(MLS)erm(37)~~~NG_047780:101-640	Erm(37)	3000392	argannot
1008	argannot~~~(Bla)blaTEM-144~~~DQ256080:215-1075	TEM-54	3000923	argannot
1009	argannot~~~(Bla)blaCMY-108~~~KF564648:1-1146	CMY-108	3002120	argannot
1010	argannot~~~(Bla)blaOXA-16~~~AF043100:1-775	OXA-16	3001411	argannot
1011	argannot~~~(Bla)blaCMY-51~~~JQ733571:1028-2173	CMY-51	3002062	argannot
1012	argannot~~~(Bla)blaPDC-216~~~MF281081:MF281081	PDC-216	3006593	argannot
1013	argannot~~~(Bla)blaCTX-M-67~~~EF581888:1-876	CTX-M-67	3001928	argannot
1014	argannot~~~(Bla)blaIMP-10~~~AB074433:156-896	IMP-12	3002203	argannot
1015	argannot~~~(Gly)vanY-B~~~AY655721:2245-3051	vanY gene in vanB cluster	3002956	argannot
1016	argannot~~~(Fcyn)FosX~~~AP010904:1708924-1709388	FosX	3000198	argannot
1017	argannot~~~(Col)mcr-3.18~~~NG_060519:1-1623	MCR-3.3	3004662	argannot
1018	argannot~~~(MLS)erm(30)~~~AF079138:1283-2293	Erm(30)	3001265	argannot
1019	argannot~~~(Phe)cat~~~AY238971:1055-1741	Alkalihalobacillus clausii chloramphenicol acetyltransferase	3004452	argannot
1020	argannot~~~(Bla)blaLEN-37~~~KR738739:1-861	LEN-37	3004829	argannot
1021	argannot~~~(Flq)qnrS3~~~EU077611:1-657	QnrS3	3002792	argannot
1022	argannot~~~(Fcyn)FosX_CC~~~CP014206:371999-372415	FosX	3000198	argannot
1023	argannot~~~(Bla)mecI~~~NG_047956:101-472	mecI	3000124	argannot
1024	argannot~~~(Bla)blaOXA-194~~~HQ425492:1-822	OXA-194	3001479	argannot
1025	argannot~~~(Bla)blaOXA-249~~~HE963770:1-825	OXA-249	3001674	argannot
1026	argannot~~~(Gly)vanX-Ac2~~~AY618461:1756-2316	vanX gene in vanO cluster	3002954	argannot
1027	argannot~~~(Bla)blaSHV-149~~~JX121116:1-858	SHV-149	3001188	argannot
1028	argannot~~~(Bla)blaACC-3~~~AF180957:1-1131	ACC-3	3001817	argannot
1029	argannot~~~(Bla)blaOXA-128~~~EU375515:1-825	OXA-128	3001648	argannot
1030	argannot~~~(Bla)blaACT-5~~~FJ237369:1-1146	ACT-5	3001824	argannot
1031	argannot~~~(Bla)blaIMI-7~~~KM103296:1-879	IMI-7	3003177	argannot
1032	argannot~~~(Bla)blaOXA-206~~~AB634250:1-825	OXA-206	3001484	argannot
1033	argannot~~~(Bla)blaARL-3~~~NG_054949:101-949	ARL-3	3004736	argannot
1034	argannot~~~(Flq)qnrB34~~~JN173056:36-683	QnrB34	3002749	argannot
1035	argannot~~~(Bla)blaCMY-16~~~FM995219:3672-4817	CMY-16	3002027	argannot
1036	argannot~~~(Phe)catA13~~~NG_047588:101-724	Campylobacter coli chloramphenicol acetyltransferase	3004454	argannot
1037	argannot~~~(Bla)blaCTX-M-66~~~EF576988:1-876	CTX-M-66	3001927	argannot
1038	argannot~~~(Bla)blaSHV-34~~~AY036620:89-949	SHV-34	3001092	argannot
1039	argannot~~~(Bla)blaTEM-171~~~GQ149347:5270-6030	TEM-171	3001037	argannot
1040	argannot~~~(Bla)blaOXA-797~~~NG_064755:1-825	OXA-797	3005997	argannot
1041	argannot~~~(Bla)blaVIM-10~~~AY524989:1-801	VIM-10	3002280	argannot
1042	argannot~~~(Bla)blaGRD33-1~~~NG_062238:1-870	GRD33-1	3006926	argannot
1043	argannot~~~(Tet)tetC~~~EU751612:1-1191	tet(C)	3000167	argannot
1044	argannot~~~(MLS)erm(31)~~~AF079138:154-1122	Erm(31)	3000598	argannot
1045	argannot~~~(Bla)blaVIM-43~~~KP096412:1-801	VIM-43	3003179	argannot
1046	argannot~~~(AGly)aadA3~~~AF047479:1296-2087	aadA3	3002603	argannot
1047	argannot~~~(Bla)blaOCH-2~~~AJ295340:1-1173	OCH-2	3002515	argannot
1048	argannot~~~(Gly)vanS-Pt2~~~DQ018710:3721-4881	vanS gene in vanA cluster	3002931	argannot
1049	argannot~~~(Bla)blaOXY6-3~~~AJ871876:1-876	OXY-6-3	3002415	argannot
1050	argannot~~~(Bla)VEB-14~~~NG_050322:1-897	VEB-14	3006211	argannot
1051	argannot~~~(Bla)blaOXA-161~~~GQ202693:1172-1999	OXA-161	3001799	argannot
1052	argannot~~~(Bla)blaSHV-159~~~JX121126:1-858	SHV-159	3001198	argannot
1053	argannot~~~(Bla)blaTEM-182~~~HQ317449:1-861	TEM-182	3001373	argannot
1054	argannot~~~(Bla)blaTEM-43~~~U95363:1-861	TEM-43	3000912	argannot
1055	argannot~~~(Bla)blaCMY-28~~~EF561644:1-1146	CMY-28	3002039	argannot
1056	argannot~~~(Bla)blaFONA-5~~~AJ251243:1054-1941	FONA-5	3004792	argannot
1057	argannot~~~(Bla)blaOXA-217~~~JN603240:1-825	OXA-217	3001489	argannot
1058	argannot~~~(Bla)blaTEM-132~~~AY491682:1-861	TEM-132	3000996	argannot
1059	argannot~~~(Col)mcr-1.8~~~KY683842:1-1626	MCR-1.8	3004687	argannot
1060	argannot~~~(Flq)qnrB19~~~EU432277:1-645	QnrB19	3002734	argannot
1061	argannot~~~(Bla)blaCTX-M-10~~~AF255298:1-873	CTX-M-10	3001873	argannot
1062	argannot~~~(Bla)blaOXA-245~~~JX438001:1-798	OXA-245	3001787	argannot
1063	argannot~~~(Bla)blaB-12~~~EF595958:1-750	BlaB-12	3005525	argannot
1064	argannot~~~(Bla)blaTEM-70~~~AF188199:215-1075	TEM-70	3000936	argannot
1065	argannot~~~(Col)mcr-3.13~~~NG_060514:1-1623	MCR-3.3	3004662	argannot
1066	argannot~~~(MLS)vat(E)~~~AF139725:63-707	vatE	3002844	argannot
1067	argannot~~~(Bla)blaSPG-1~~~NG_050139:101-958	SPG-1	3003720	argannot
1068	argannot~~~(Bla)blaOXA-204~~~JQ809466:5375-6172	OXA-204	3001788	argannot
1069	argannot~~~(Oxzln)OptrA_7~~~MF443388:7831-9798	optrA	3003746	argannot
1070	argannot~~~(Bla)blaARL-2~~~NG_054948:101-949	ARL-2	3004735	argannot
1071	argannot~~~(MLS)erm(H)~~~M16503:244-1143	ErmH	3002823	argannot
1072	argannot~~~(Bla)blaNDM-15~~~KP735848:1-813	NDM-15	3003663	argannot
1073	argannot~~~(Bla)blaOXA-243a~~~JX206446:1-828	OXA-243	3001610	argannot
1074	argannot~~~(Bla)blaOXA-110~~~EF650036:1-825	OXA-110	3001641	argannot
1075	argannot~~~(Phe)catQ~~~M55620:459-1118	catQ	3002687	argannot
1076	argannot~~~(Bla)blaGRD23-1~~~NG_062239:1-726	GRD23-1	3006925	argannot
1077	argannot~~~(Bla)blaOXA-807~~~NG_064765:1-822	OXA-807	3006007	argannot
1078	argannot~~~(Bla)blaOXA-278~~~KC771279:1-831	OXA-278	3001681	argannot
1079	argannot~~~(Bla)blaOXA-803~~~NG_064761:1-822	OXA-803	3006003	argannot
1080	argannot~~~(AGly)ant(3'')-IIb~~~NG_054651:101-892	ANT(3'')-IIb	3004090	argannot
1081	argannot~~~(Bla)blaPME-1~~~HQ541434:3071-4000	PME-1	3006973	argannot
1082	argannot~~~(Bla)blaIMP-44~~~AB777501:1399-2136	IMP-44	3002235	argannot
1083	argannot~~~(Bla)blaCMY-41~~~AB429270:15-1160	CMY-41	3002052	argannot
1084	argannot~~~(Phe)catB11~~~NG_050948:101-733	catB11	3004660	argannot
1085	argannot~~~(Bla)blaOXA-231~~~JQ326200:1-828	OXA-231	3001670	argannot
1086	argannot~~~(Tet)tetJ~~~AF038993:1084-2280	tet(J)	3000177	argannot
1087	argannot~~~(Bla)blaOXA-810~~~NG_064768:1-822	OXA-810	3006010	argannot
1088	argannot~~~(MLS)cfr(A)~~~AM408573:10028-11077	cfrA	3003441	argannot
1089	argannot~~~(AGly)aph(2'')-Ig~~~NG_047407:101-1021	APH(2'')-Ig	3002669	argannot
1090	argannot~~~(Bla)blaSHV-133~~~AB551737:15-875	SHV-133	3001177	argannot
1091	argannot~~~(MLS)erm(G)~~~M15332:672-1406	ErmG	3000522	argannot
1092	argannot~~~(Gly)vanTc3~~~AY033764:1644-3746	vanT gene in vanC cluster	3002970	argannot
1093	argannot~~~(Col)mcr-8.2~~~NG_061627:101-1798	MCR-8.1	3004516	argannot
1094	argannot~~~(Bla)blaSHV-66~~~DQ174306:5-865	SHV-66	3001121	argannot
1095	argannot~~~(AGly)aac6-31~~~AJ640197:2474-2992	AAC(6')-31	3002585	argannot
1096	argannot~~~(AGly)aac6-IL~~~Z54241:530-1051	AAC(6')-Ip	3002559	argannot
1097	argannot~~~(Bla)blaOXA-199~~~HQ637466:1233-2057	OXA-109	3001640	argannot
1098	argannot~~~(Gly)vanL~~~EU250284:955-2004	vanL	3002910	argannot
1099	argannot~~~(AGly)aac6-IIb~~~L06163:532-1074	AAC(6')-IIb	3002595	argannot
1100	argannot~~~(AGly)aac(6')-Ian~~~NG_052170:101-673	AAC(6')-Ian	3003200	argannot
1101	argannot~~~(Bla)blaOXA-100~~~AM231720:1-825	OXA-100	3001438	argannot
1102	argannot~~~(Bla)blaSHV-40~~~AF535128:1-861	SHV-40	3001098	argannot
1103	argannot~~~(Bla)blaVIM-23~~~GQ242167:1-801	VIM-23	3002293	argannot
1104	argannot~~~(Fcyn)FosB5~~~KT032253:2340-2759	FosB5	3004672	argannot
1105	argannot~~~(Bla)blaAQU-1~~~AB765395:1-1143	AQU-1	3002993	argannot
1106	argannot~~~(Tmt)dfrA30~~~AM997279:705-1178	dfrA30	3004552	argannot
1107	argannot~~~(Bla)blaOXA-56~~~AY445080:1-801	OXA-56	3001795	argannot
1108	argannot~~~(Gly)vanR-M~~~FJ349556:982-1680	vanR gene in vanM cluster	3002928	argannot
1109	argannot~~~(Bla)blaCMY-104~~~KF150216:1-1146	CMY-104	3002116	argannot
1110	argannot~~~(Bla)blaSHV-70~~~DQ013287:1-861	SHV-70	3001124	argannot
1111	argannot~~~(Bla)blaOXA-3~~~L07945:61-888	OXA-3	3001398	argannot
1112	argannot~~~(Bla)blaPER-2~~~X93314:278-1204	PER-2	3002364	argannot
1113	argannot~~~(Oxzln)OptrA_6~~~KY056650:9092-11059	optrA	3003746	argannot
1114	argannot~~~(Bla)blaSPU-1~~~GQ919044:1-882	SPU-1	3006998	argannot
1115	argannot~~~(Bla)cphA5~~~AY227051:1-765	cphA5	3003101	argannot
1116	argannot~~~(Bla)blaGES-24~~~AB901141:1-864	GES-24	3002353	argannot
1117	argannot~~~(Col)mcr-5.2~~~MG384740:1-1641	MCR-5.2	3004698	argannot
1118	argannot~~~(Bla)blaGOB-8~~~AY348327:1-873	GOB-8	3004815	argannot
1119	argannot~~~(Bla)blaALG6-1~~~NG_062236:1-957	ALG6-1	3006893	argannot
1120	argannot~~~(Bla)blaOXA-800~~~NG_064758:1-825	OXA-800	3006000	argannot
1121	argannot~~~(Gly)vanC~~~AF162694:1411-2442	vanC	3000368	argannot
1122	argannot~~~(Bla)blaLRA-19~~~NG_047525:101-1003	LRA-19	3002513	argannot
1123	argannot~~~(Bla)blaCTX-M-36~~~AB177384:1-876	CTX-M-36	3001898	argannot
1124	argannot~~~(Bla)blaCMY-32~~~EU496815:1-1146	CMY-32	3002043	argannot
1125	argannot~~~(MLS)erm(V)~~~U59450:397-1176	ErmV	3002824	argannot
1126	argannot~~~(Col)mcr-3.6~~~MF598076:1-1623	MCR-3.6	3004503	argannot
1127	argannot~~~(Phe)catB4~~~EU935739:59054-59602	catB3	3002676	argannot
1128	argannot~~~(Bla)blaDHA-5~~~JF273491:745-1885	DHA-5	3002138	argannot
1129	argannot~~~(Bla)blaMSI-1~~~NG_049323:101-970	MSI-1	3003718	argannot
1130	argannot~~~(Bla)blaTEM-121~~~AY307374:1-861	TEM-121	3000983	argannot
1131	argannot~~~(Bla)blaBIL-1~~~X74512:127-1272	BIL-1	3004755	argannot
1132	argannot~~~(Bla)blaOXA-137~~~EU086835:89-898	OXA-137	3001767	argannot
1133	argannot~~~(AGly)aph(3'')-Ic~~~DQ336355:603-1367	APH(3'')-Ic	3002640	argannot
1134	argannot~~~(Bla)blaCMY-6~~~AJ011293:1-1146	CMY-6	3002017	argannot
1135	argannot~~~(Bla)blaOXA-27~~~AF201828:116-937	OXA-27	3001422	argannot
1136	argannot~~~(Bla)blaACT-14~~~JX440354:757-1902	ACT-14	3001836	argannot
1137	argannot~~~(AGly)aac6-Id~~~X12618:905-1354	AAC(6')-Iag	3004638	argannot
1138	argannot~~~(Tet)tetZ~~~AF121000:11880-13034	tet(Z)	3000183	argannot
1139	argannot~~~(Bla)blaTEM-130~~~AJ866988:1-861	TEM-130	3000994	argannot
1140	argannot~~~(Rif)arr4~~~EF660562:1672-2124	arr-4	3002849	argannot
1141	argannot~~~(Bla)blaKPC-24~~~KR052099:5212-6093	KPC-24	3004496	argannot
1142	argannot~~~(Tmt)dfrA5~~~X12868:1306-1779	dfrA5	3002861	argannot
1143	argannot~~~(Bla)blaOKP-A-6~~~AM051144:1-861	OKP-A-6	3002423	argannot
1144	argannot~~~(Bla)blaOKP-B-8~~~AM051157:1-861	OKP-B-8	3002441	argannot
1145	argannot~~~(Bla)blaCMY-117~~~KM087844:1-1146	CMY-117	3002128	argannot
1146	argannot~~~(Bla)blaCMY-40~~~EU515251:1-1146	CMY-40	3002051	argannot
1147	argannot~~~(Bla)blaSHV-121~~~AB538449:1-861	SHV-121	3001168	argannot
1148	argannot~~~(Bla)blaL2~~~NG_047518:101-1015	AXC-3	3006899	argannot
1149	argannot~~~(Bla)blaLEN-22~~~AM850912:1-861	LEN-22	3002469	argannot
1150	argannot~~~(Bla)blaOXY1-4~~~AY077483:183-1055	OXY-1-4	3002392	argannot
1151	argannot~~~(Bla)blaB-3~~~AF162284:1-750	BlaB-3	3005543	argannot
1152	argannot~~~(Bla)blaOXA-796~~~NG_064754:101-931	OXA-796	3005996	argannot
1153	argannot~~~(Bla)blaCTX-M-44~~~D37830:91-966	CTX-M-44	3001906	argannot
1154	argannot~~~(Flq)qnrB29~~~HM439649:1-681	QnrB29	3002744	argannot
1155	argannot~~~(Bla)blaSGM-7~~~NG_050614:101-1081	SGM-7	3006993	argannot
1156	argannot~~~(Bla)blaOXA-787~~~NG_064748:1-828	OXA-787	3005990	argannot
1157	argannot~~~(Bla)blaOKP-B-20~~~AM850922:25-885	OKP-B-20	3002453	argannot
1158	argannot~~~(Bla)blaIMP-42~~~AB753456:1-741	IMP-42	3002233	argannot
1159	argannot~~~(Bla)blaCMY-71~~~JQ711184:1027-2172	CMY-71	3002084	argannot
1160	argannot~~~(Bla)blaOXA-98~~~AM279652:1-825	OXA-98	3001646	argannot
1161	argannot~~~(Phe)catB6~~~AJ223604:3727-4341			argannot
1162	argannot~~~(Flq)qnrB47~~~JQ349155:1-680	QnrB62	3002775	argannot
1163	argannot~~~(Bla)blaLRA-3~~~NG_047520:101-1009	LRA-3	3002510	argannot
1164	argannot~~~(Bla)blaOXA-320~~~KF151169:1-831	OXA-320	3001793	argannot
1165	argannot~~~(MLS)erm(B)~~~M11180:714-1451	ErmB	3000375	argannot
1166	argannot~~~(Bla)blaLRA-8~~~NG_047521:101-1018	LRA-8	3002487	argannot
1167	argannot~~~(Bla)blaIMP-21~~~AB204557:1-738	IMP-21	3002212	argannot
1168	argannot~~~(Bla)blaHERA-3~~~AF398335:1-873	HERA-3	3004818	argannot
1169	argannot~~~(MLS)msr(C)~~~AY004350:496-1974	msrC	3002819	argannot
1170	argannot~~~(Bla)blaCTX-M-114~~~GQ351346:1-876	CTX-M-114	3001974	argannot
1171	argannot~~~(Bla)blaDHA-3~~~AY494945:1310-2449	DHA-3	3002134	argannot
1172	argannot~~~(Bla)blaTEM-80~~~AF347054:209-1069	TEM-80	3000947	argannot
1173	argannot~~~(Bla)blaTEM-71~~~AF203816:211-1071	TEM-71	3000937	argannot
1174	argannot~~~(Tet)Tet(47)~~~NG_055772:1-1248	Tet(47)	3004613	argannot
1175	argannot~~~(Gly)vanX-M~~~FJ349556:5894-6502	vanX gene in vanM cluster	3002953	argannot
1176	argannot~~~(Bla)blaOXA-792~~~NG_064751:1-792	OXA-793	3005993	argannot
1177	argannot~~~(Bla)blaBUT-1~~~NG_056480:101-1252	BUT-1	3004294	argannot
1178	argannot~~~(Bla)cepA-29~~~U05884:556-1458	CepA-29	3006224	argannot
1179	argannot~~~(Bla)blaTEM-136~~~AY826417:1-861	TEM-136	3001000	argannot
