input_sequence_id	input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism
GMGC10.185_030_629.UNKNOWN	GMGC10.95nr_block_0291	(Bla)blaOXA-347	(Bla)blaOXA-347	argannot	2021-Mar-27	JN086160:1583-2407	abricate	abricate 1.0.1	100.0			500	1311					+		98.42								
GMGC10.210_983_007.YFEW	GMGC10.95nr_block_0291	(Bla)AmpC1_Ecoli	(Bla)AmpC1_Ecoli	argannot	2021-Mar-27	FN649414:2765051-2766355	abricate	abricate 1.0.1	98.45			1	1293					+		99.08								
GMGC10.259_836_974.YFEW	GMGC10.95nr_block_0291	(Bla)AmpC1_Ecoli	(Bla)AmpC1_Ecoli	argannot	2021-Mar-27	FN649414:2765051-2766355	abricate	abricate 1.0.1	98.3			1	1293					+		99.08								
GMGC10.270_147_403.YFEW	GMGC10.95nr_block_0291	(Bla)AmpC1_Ecoli	(Bla)AmpC1_Ecoli	argannot	2021-Mar-27	FN649414:2765051-2766355	abricate	abricate 1.0.1	95.65			1	1287					+		98.62								
GMGC10.280_047_644.BLT	GMGC10.95nr_block_0291	(Tet)tet(42)	(Tet)tet(42)	argannot	2021-Mar-27	EU523697:687-1973	abricate	abricate 1.0.1	83.35			2	1227					+		94.87								
GMGC10.283_963_110.MEXE	GMGC10.95nr_block_0291	(Flq)OqxA	(Flq)OqxA	argannot	2021-Mar-27	EU370913:46652-47827	abricate	abricate 1.0.1	84.78			133	1308					+		100.0								
GMGC10.286_817_207.BLT	GMGC10.95nr_block_0291	(Tet)tet(42)	(Tet)tet(42)	argannot	2021-Mar-27	EU523697:687-1973	abricate	abricate 1.0.1	89.63			1	1234					+		95.88								
GMGC10.309_094_065.DPNA	GMGC10.95nr_block_0291	(Gly)vanA-G	(Gly)vanA-G	argannot	2021-Mar-27	AY271782:157-606	abricate	abricate 1.0.1	80.0			819	1193					+		83.33								
GMGC10.054_857_614.UNKNOWN	GMGC10.95nr_block_0292	(MLS)mef(A)	(MLS)mef(A)	argannot	2021-Mar-27	U70055:314-1531	abricate	abricate 1.0.1	88.67			130	1347					+		100.0								
GMGC10.056_301_327.VANSB	GMGC10.95nr_block_0292	(Gly)vanS-B	(Gly)vanS-B	argannot	2021-Mar-27	AY655721:731-2074	abricate	abricate 1.0.1	99.93			1	1343					+		100.0								
GMGC10.056_724_739.AACA-APHD	GMGC10.95nr_block_0292	(AGly)aac6-Aph2	(AGly)aac6-Aph2	argannot	2021-Mar-27	M13771:304-1743	abricate	abricate 1.0.1	99.48			1	1356					+		94.17								
GMGC10.181_929_229.YFEW	GMGC10.95nr_block_0292	(Bla)AmpC1_Ecoli	(Bla)AmpC1_Ecoli	argannot	2021-Mar-27	FN649414:2765051-2766355	abricate	abricate 1.0.1	95.77			64	1362					+		99.54								
GMGC10.205_674_003.UNKNOWN	GMGC10.95nr_block_0292	(MLS)mef(A)	(MLS)mef(A)	argannot	2021-Mar-27	U70055:314-1531	abricate	abricate 1.0.1	95.02			170	1353					+		97.21								
GMGC10.208_263_401.YFEW	GMGC10.95nr_block_0292	(Bla)AmpC1_Ecoli	(Bla)AmpC1_Ecoli	argannot	2021-Mar-27	FN649414:2765051-2766355	abricate	abricate 1.0.1	98.54			58	1362					+		100.0								
GMGC10.211_737_653.DPNA	GMGC10.95nr_block_0292	(Gly)vanA-G	(Gly)vanA-G	argannot	2021-Mar-27	AY271782:157-606	abricate	abricate 1.0.1	97.97			844	1238					+		87.78								
GMGC10.247_854_083.AMPC	GMGC10.95nr_block_0292	(Bla)blaSRT-1	(Bla)blaSRT-1	argannot	2021-Mar-27	AB008454:154-1290	abricate	abricate 1.0.1	98.86			208	1344					+		100.0								
GMGC10.283_102_720.AMPC	GMGC10.95nr_block_0292	(Bla)blaSST-1	(Bla)blaSST-1	argannot	2021-Mar-27	AB008455:152-1288	abricate	abricate 1.0.1	95.08			208	1344					+		100.0								
GMGC10.298_594_913.TETA	GMGC10.95nr_block_0292	(Tet)tetA	(Tet)tetA	argannot	2021-Mar-27	JX424423:94438-95712	abricate	abricate 1.0.1	100.0			184	1356					+		92.0								
GMGC10.047_096_147.DPNA	GMGC10.95nr_block_0293	(Gly)vanA-G	(Gly)vanA-G	argannot	2021-Mar-27	AY271782:157-606	abricate	abricate 1.0.1	96.81			928	1335					+		90.67								
GMGC10.054_105_342.UNKNOWN	GMGC10.95nr_block_0293	(Tet)tetL	(Tet)tetL	argannot	2021-Mar-27	FN435329:1-1377	abricate	abricate 1.0.1	99.85			54	1404					+		98.11								
GMGC10.150_026_847.MDLA	GMGC10.95nr_block_0293	(Tet)Tet(60)	(Tet)Tet(60)	argannot	2021-Mar-27	NG_056045:1-1740	abricate	abricate 1.0.1	90.21			1	1410					+		81.03								
GMGC10.151_227_568.LSA	GMGC10.95nr_block_0293	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	89.01			1	1416					+		95.74								
GMGC10.182_965_191.DPNA	GMGC10.95nr_block_0293	(Gly)vanA-G	(Gly)vanA-G	argannot	2021-Mar-27	AY271782:157-606	abricate	abricate 1.0.1	94.61			901	1308					+		90.67								
GMGC10.266_149_211.LSA	GMGC10.95nr_block_0293	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	92.23			34	1398					+		92.29								
GMGC10.287_049_840.UNKNOWN	GMGC10.95nr_block_0293	(Tet)tet(45)	(Tet)tet(45)	argannot	2021-Mar-27	NG_048147:1-1377	abricate	abricate 1.0.1	87.44			1	1377					+		100.0								
GMGC10.296_068_010.MDLA	GMGC10.95nr_block_0293	(Tet)Tet(60)	(Tet)Tet(60)	argannot	2021-Mar-27	NG_056045:1-1740	abricate	abricate 1.0.1	89.56			18	1416					+		80.4								
GMGC10.304_903_331.MDLA	GMGC10.95nr_block_0293	(Tet)Tet(60)	(Tet)Tet(60)	argannot	2021-Mar-27	NG_056045:1-1740	abricate	abricate 1.0.1	91.42			1	1410					+		81.03								
GMGC10.306_963_530.MDLA	GMGC10.95nr_block_0293	(Tet)Tet(60)	(Tet)Tet(60)	argannot	2021-Mar-27	NG_056045:1-1740	abricate	abricate 1.0.1	94.19			1	1395					+		80.17								
GMGC10.001_366_532.STRA	GMGC10.95nr_block_0294	(AGly)strA	(AGly)strA	argannot	2021-Mar-27	AB366441:22458-23261	abricate	abricate 1.0.1	100.0			622	1425					+		100.0								
GMGC10.050_920_371.DPNA	GMGC10.95nr_block_0294	(Gly)vanA-G	(Gly)vanA-G	argannot	2021-Mar-27	AY271782:157-606	abricate	abricate 1.0.1	80.35			937	1331					+		87.33								
GMGC10.050_941_258.ERMX	GMGC10.95nr_block_0294	(MLS)erm(F)	(MLS)erm(F)	argannot	2021-Mar-27	M14730:241-1041	abricate	abricate 1.0.1	99.88			658	1458					+		100.0								
GMGC10.054_400_198.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	91.82			1	1479					+		100.0								
GMGC10.146_653_412.UNKNOWN	GMGC10.95nr_block_0294	(MLS)msr(D)	(MLS)msr(D)	argannot	2021-Mar-27	AF274302:2462-3925	abricate	abricate 1.0.1	91.46			1	1464					+		100.0								
GMGC10.147_630_356.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	87.76			1	1479					+		100.0								
GMGC10.148_520_849.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	94.25			2	1479					+		99.93								
GMGC10.149_309_100.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	88.91			1	1479					+		100.0								
GMGC10.149_322_989.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	85.87			1	1479					+		100.0								
GMGC10.149_624_003.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	87.08			1	1470					+		99.32								
GMGC10.149_682_166.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	89.52			1	1479					+		100.0								
GMGC10.149_823_381.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	92.09			1	1479					+		100.0								
GMGC10.149_999_944.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	94.86			2	1479					+		99.93								
GMGC10.150_071_729.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	94.32			2	1479					+		99.93								
GMGC10.150_860_996.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	95.2			2	1479					+		99.93								
GMGC10.151_072_540.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	94.38			2	1479					+		99.93								
GMGC10.151_114_937.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	94.11			2	1479					+		99.93								
GMGC10.151_401_659.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	94.66			2	1479					+		99.93								
GMGC10.178_111_894.DPNA	GMGC10.95nr_block_0294	(Gly)vanA-G	(Gly)vanA-G	argannot	2021-Mar-27	AY271782:157-606	abricate	abricate 1.0.1	80.15			979	1386					+		90.67								
GMGC10.178_436_849.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	94.46			1	1479					+		100.0								
GMGC10.183_642_680.AACA-APHD	GMGC10.95nr_block_0294	(AGly)aac6-Aph2	(AGly)aac6-Aph2	argannot	2021-Mar-27	M13771:304-1743	abricate	abricate 1.0.1	82.8			15	1427					+		98.12								
GMGC10.184_844_629.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	89.59			1	1479					+		100.0								
GMGC10.199_362_954.AACA-APHD	GMGC10.95nr_block_0294	(AGly)aac6-Aph2	(AGly)aac6-Aph2	argannot	2021-Mar-27	M13771:304-1743	abricate	abricate 1.0.1	81.54			15	1427					+		98.06								
GMGC10.200_772_116.AACA-APHD	GMGC10.95nr_block_0294	(AGly)aac6-Aph2	(AGly)aac6-Aph2	argannot	2021-Mar-27	M13771:304-1743	abricate	abricate 1.0.1	91.93			1	1437					+		99.79								
GMGC10.203_776_756.UNKNOWN	GMGC10.95nr_block_0294	(Bla)cfxA6	(Bla)cfxA6	argannot	2021-Mar-27	GQ342996:798-1793	abricate	abricate 1.0.1	85.8			667	1474					+		80.82								
GMGC10.203_919_856.DPNA	GMGC10.95nr_block_0294	(Gly)vanA-G	(Gly)vanA-G	argannot	2021-Mar-27	AY271782:157-606	abricate	abricate 1.0.1	96.08			949	1356					+		90.67								
GMGC10.205_767_103.UNKNOWN	GMGC10.95nr_block_0294	(Tet)tet(40)	(Tet)tet(40)	argannot	2021-Mar-27	AM419751:14211-15431	abricate	abricate 1.0.1	99.75			205	1425					+		100.0								
GMGC10.206_955_562.AACA-APHD	GMGC10.95nr_block_0294	(AGly)aac6-Aph2	(AGly)aac6-Aph2	argannot	2021-Mar-27	M13771:304-1743	abricate	abricate 1.0.1	84.2			1	1437					+		99.79								
GMGC10.208_410_438.UNKNOWN	GMGC10.95nr_block_0294	(MLS)msr(D)	(MLS)msr(D)	argannot	2021-Mar-27	AF274302:2462-3925	abricate	abricate 1.0.1	91.46			1	1464					+		100.0								
GMGC10.269_873_291.UNKNOWN	GMGC10.95nr_block_0294	(MLS)msr(C)	(MLS)msr(C)	argannot	2021-Mar-27	AY004350:496-1974	abricate	abricate 1.0.1	98.92			1	1479					+		100.0								
GMGC10.275_795_099.TETA	GMGC10.95nr_block_0294	(Tet)TetAB	(Tet)TetAB	argannot	2021-Mar-27	NG_051437:101-1642	abricate	abricate 1.0.1	89.93			1	1440					+		93.39								
GMGC10.278_145_945.TETA	GMGC10.95nr_block_0294	(Tet)TetAB	(Tet)TetAB	argannot	2021-Mar-27	NG_051437:101-1642	abricate	abricate 1.0.1	87.15			1	1440					+		93.39								
GMGC10.278_997_502.TETA	GMGC10.95nr_block_0294	(Tet)TetAB	(Tet)TetAB	argannot	2021-Mar-27	NG_051437:101-1642	abricate	abricate 1.0.1	87.57			1	1440					+		93.39								
GMGC10.280_792_741.UNKNOWN	GMGC10.95nr_block_0294	(MLS)msr(E)	(MLS)msr(E)	argannot	2021-Mar-27	JF769133:7246-8721	abricate	abricate 1.0.1	99.93			1	1476					+		100.0								
GMGC10.283_671_790.LMRB	GMGC10.95nr_block_0294	(MLS)Lmr(B)	(MLS)Lmr(B)	argannot	2021-Mar-27	NG_047912101-1540:1440	abricate	abricate 1.0.1	100.0			1	1440					+		100.0								
GMGC10.284_502_101.LSA	GMGC10.95nr_block_0294	(MLS)lsa(B)	(MLS)lsa(B)	argannot	2021-Mar-27	AJ579365:4150-5628	abricate	abricate 1.0.1	81.31			1	1470					+		99.32								
GMGC10.284_823_560.UNKNOWN	GMGC10.95nr_block_0294	(MLS)msr(D)	(MLS)msr(D)	argannot	2021-Mar-27	AF274302:2462-3925	abricate	abricate 1.0.1	95.22			1	1464					+		100.0								
GMGC10.286_244_590.UNKNOWN	GMGC10.95nr_block_0294	(MLS)msr(D)	(MLS)msr(D)	argannot	2021-Mar-27	AF274302:2462-3925	abricate	abricate 1.0.1	81.22			1	1443					+		98.57								
GMGC10.286_375_665.LSA	GMGC10.95nr_block_0294	(MLS)lsa(B)	(MLS)lsa(B)	argannot	2021-Mar-27	AJ579365:4150-5628	abricate	abricate 1.0.1	80.96			1	1465					+		99.05								
GMGC10.291_164_915.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	91.21			1	1479					+		100.0								
GMGC10.295_224_683.TETA	GMGC10.95nr_block_0294	(Tet)TetAB	(Tet)TetAB	argannot	2021-Mar-27	NG_051437:101-1642	abricate	abricate 1.0.1	89.72			1	1440					+		93.39								
GMGC10.301_988_322.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	94.86			1	1479					+		100.0								
GMGC10.302_320_527.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	92.83			2	1452					+		98.11								
GMGC10.302_439_942.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	93.78			1	1479					+		100.0								
GMGC10.302_482_245.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	89.86			1	1479					+		100.0								
GMGC10.302_618_351.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	88.71			1	1479					+		100.0								
GMGC10.303_427_817.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	94.79			2	1479					+		99.93								
GMGC10.303_573_200.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	99.39			1	1479					+		100.0								
GMGC10.303_987_677.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	91.82			1	1479					+		100.0								
GMGC10.304_513_844.YHEH	GMGC10.95nr_block_0294	(Tet)TetB(60)	(Tet)TetB(60)	argannot	2021-Mar-27	NG_056046:1-1740	abricate	abricate 1.0.1	86.88			1	1425					+		81.9								
GMGC10.304_693_688.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	93.58			1	1479					+		100.0								
GMGC10.305_071_995.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	87.15			1	1479					+		100.0								
GMGC10.305_463_399.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	88.84			1	1479					+		100.0								
GMGC10.305_926_651.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	90.34			1	1449					+		97.97								
GMGC10.306_193_659.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	91.64			2	1425					+		96.28								
GMGC10.306_524_694.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	93.98			1	1479					+		100.0								
GMGC10.307_834_280.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	92.87			1	1431					+		96.75								
GMGC10.308_446_147.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	91.95			1	1479					+		100.0								
GMGC10.308_530_375.MDLA	GMGC10.95nr_block_0294	(Tet)Tet(60)	(Tet)Tet(60)	argannot	2021-Mar-27	NG_056045:1-1740	abricate	abricate 1.0.1	93.12			1	1454					+		83.56								
GMGC10.309_561_588.UNKNOWN	GMGC10.95nr_block_0294	(MLS)msr(D)	(MLS)msr(D)	argannot	2021-Mar-27	AF274302:2462-3925	abricate	abricate 1.0.1	99.86			1	1464					+		100.0								
GMGC10.309_562_588.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	96.01			1	1479					+		100.0								
GMGC10.310_111_344.LSA	GMGC10.95nr_block_0294	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	95.67			1	1479					+		100.0								
GMGC10.310_829_299.ERMX	GMGC10.95nr_block_0294	(MLS)erm(F)	(MLS)erm(F)	argannot	2021-Mar-27	M14730:241-1041	abricate	abricate 1.0.1	99.88			661	1461					+		100.0								
GMGC10.001_913_016.UNKNOWN	GMGC10.95nr_block_0295	(MLS)msr(D)	(MLS)msr(D)	argannot	2021-Mar-27	AF274302:2462-3925	abricate	abricate 1.0.1	92.14			64	1514					+		99.11								
GMGC10.049_042_708.UNKNOWN	GMGC10.95nr_block_0295	(MLS)msr(D)	(MLS)msr(D)	argannot	2021-Mar-27	AF274302:2462-3925	abricate	abricate 1.0.1	92.42			37	1500					+		100.0								
GMGC10.054_415_784.LSA	GMGC10.95nr_block_0295	(MLS)lsa(A)	(MLS)lsa(A)	argannot	2021-Mar-27	AY225127:41-1537	abricate	abricate 1.0.1	99.06			1	1497					+		100.0								
GMGC10.149_260_616.LSA	GMGC10.95nr_block_0295	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	82.92			75	1544					+		99.39								
GMGC10.149_361_264.LSA	GMGC10.95nr_block_0295	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	84.77			24	1494					+		99.46								
GMGC10.151_165_935.MDLA	GMGC10.95nr_block_0295	(Tet)Tet(60)	(Tet)Tet(60)	argannot	2021-Mar-27	NG_056045:1-1740	abricate	abricate 1.0.1	90.83			1	1538					+		88.39								
GMGC10.151_496_474.YHEH	GMGC10.95nr_block_0295	(Tet)TetB(60)	(Tet)TetB(60)	argannot	2021-Mar-27	NG_056046:1-1740	abricate	abricate 1.0.1	86.64			1	1512					+		86.9								
GMGC10.182_763_017.DPNA	GMGC10.95nr_block_0295	(Gly)vanA-G	(Gly)vanA-G	argannot	2021-Mar-27	AY271782:157-606	abricate	abricate 1.0.1	84.05			1030	1424					+		87.78								
GMGC10.184_860_152.AACA-APHD	GMGC10.95nr_block_0295	(AGly)aph(2'')-If	(AGly)aph(2'')-If	argannot	2021-Mar-27	NG_047406:1-891	abricate	abricate 1.0.1	89.2			673	1524					+		95.29								
GMGC10.186_054_280.DPNA	GMGC10.95nr_block_0295	(Gly)vanA-G	(Gly)vanA-G	argannot	2021-Mar-27	AY271782:157-606	abricate	abricate 1.0.1	94.68			1063	1457					+		87.78								
GMGC10.186_996_433.UNKNOWN	GMGC10.95nr_block_0295	(MLS)msr(D)	(MLS)msr(D)	argannot	2021-Mar-27	AF274302:2462-3925	abricate	abricate 1.0.1	97.54			37	1500					+		100.0								
GMGC10.203_511_973.DPNA	GMGC10.95nr_block_0295	(Gly)vanA-G	(Gly)vanA-G	argannot	2021-Mar-27	AY271782:157-606	abricate	abricate 1.0.1	84.49			1066	1439					+		83.11								
GMGC10.207_262_362.UNKNOWN	GMGC10.95nr_block_0295	(MLS)msr(D)	(MLS)msr(D)	argannot	2021-Mar-27	AF274302:2462-3925	abricate	abricate 1.0.1	91.45			37	1487					+		99.11								
GMGC10.256_600_539.DPNA	GMGC10.95nr_block_0295	(Gly)vanA-G	(Gly)vanA-G	argannot	2021-Mar-27	AY271782:157-606	abricate	abricate 1.0.1	92.4			1063	1470					+		90.67								
GMGC10.260_475_584.DPNA	GMGC10.95nr_block_0295	(Gly)vanA-G	(Gly)vanA-G	argannot	2021-Mar-27	AY271782:157-606	abricate	abricate 1.0.1	95.59			1057	1464					+		90.67								
GMGC10.265_995_917.DPNA	GMGC10.95nr_block_0295	(Gly)vanA-G	(Gly)vanA-G	argannot	2021-Mar-27	AY271782:157-606	abricate	abricate 1.0.1	97.72			1063	1457					+		87.78								
GMGC10.275_763_529.TETA	GMGC10.95nr_block_0295	(Tet)TetAB	(Tet)TetAB	argannot	2021-Mar-27	NG_051437:101-1642	abricate	abricate 1.0.1	92.21			1	1541					+		99.94								
GMGC10.278_864_384.TETA	GMGC10.95nr_block_0295	(Tet)TetAB	(Tet)TetAB	argannot	2021-Mar-27	NG_051437:101-1642	abricate	abricate 1.0.1	91.76			1	1542					+		100.0								
GMGC10.290_959_513.LSA	GMGC10.95nr_block_0295	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	91.35			16	1494					+		100.0								
GMGC10.291_080_043.LSA	GMGC10.95nr_block_0295	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	80.41			10	1483					+		98.85								
GMGC10.293_356_322.DPNA	GMGC10.95nr_block_0295	(Gly)vanA-G	(Gly)vanA-G	argannot	2021-Mar-27	AY271782:157-606	abricate	abricate 1.0.1	96.08			1030	1437					+		90.67								
GMGC10.295_103_390.UNKNOWN	GMGC10.95nr_block_0295	(MLS)msr(D)	(MLS)msr(D)	argannot	2021-Mar-27	AF274302:2462-3925	abricate	abricate 1.0.1	83.47			28	1485					+		99.59								
GMGC10.295_480_778.TETA	GMGC10.95nr_block_0295	(Tet)TetAB	(Tet)TetAB	argannot	2021-Mar-27	NG_051437:101-1642	abricate	abricate 1.0.1	85.54			1	1542					+		100.0								
GMGC10.297_563_671.LSA	GMGC10.95nr_block_0295	(MLS)lsa(A)	(MLS)lsa(A)	argannot	2021-Mar-27	AY225127:41-1537	abricate	abricate 1.0.1	98.93			58	1554					+		100.0								
GMGC10.301_326_690.LSA	GMGC10.95nr_block_0295	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	93.3			26	1503					+		99.93								
GMGC10.302_507_200.LSA	GMGC10.95nr_block_0295	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	98.31			34	1512					+		100.0								
GMGC10.302_940_966.YHEH	GMGC10.95nr_block_0295	(Tet)TetB(60)	(Tet)TetB(60)	argannot	2021-Mar-27	NG_056046:1-1740	abricate	abricate 1.0.1	85.67			1	1514					+		87.01								
GMGC10.303_156_934.YHEH	GMGC10.95nr_block_0295	(Tet)TetB(60)	(Tet)TetB(60)	argannot	2021-Mar-27	NG_056046:1-1740	abricate	abricate 1.0.1	87.57			1	1521					+		87.41								
GMGC10.305_375_179.LSA	GMGC10.95nr_block_0295	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	95.06			77	1554					+		99.93								
GMGC10.305_713_904.YHEH	GMGC10.95nr_block_0295	(Tet)TetB(60)	(Tet)TetB(60)	argannot	2021-Mar-27	NG_056046:1-1740	abricate	abricate 1.0.1	86.71			4	1515					+		86.9								
GMGC10.305_721_294.MDLA	GMGC10.95nr_block_0295	(Tet)Tet(60)	(Tet)Tet(60)	argannot	2021-Mar-27	NG_056045:1-1740	abricate	abricate 1.0.1	92.55			1	1557					+		89.48								
GMGC10.305_728_539.LSA	GMGC10.95nr_block_0295	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	92.09			10	1488					+		100.0								
GMGC10.310_012_022.LSA	GMGC10.95nr_block_0295	(MLS)lsa(C)	(MLS)lsa(C)	argannot	2021-Mar-27	HM990671:5193-6671	abricate	abricate 1.0.1	91.55			13	1491					+		100.0								
GMGC10.055_713_404.EXPZ	GMGC10.95nr_block_0296	(MLS)vga(A)	(MLS)vga(A)	argannot	2021-Mar-27	M90056:909-2477	abricate	abricate 1.0.1	98.53			1	1569					+		100.0								
