Accession	Name	Description	ID	CARD Short Name
ARO:3005741	OXA-511	OXA-511 is a OXA beta-lactamase.	44203	OXA-511
ARO:3005742	OXA-512	OXA-512 is a OXA beta-lactamase.	44204	OXA-512
ARO:3005743	OXA-513	OXA-513 is a OXA beta-lactamase.	44205	OXA-513
ARO:3005744	OXA-514	OXA-514 is a OXA beta-lactamase.	44206	OXA-514
ARO:3005745	OXA-515	OXA-515 is a OXA beta-lactamase.	44207	OXA-515
ARO:3005746	OXA-516	OXA-516 is a OXA beta-lactamase.	44208	OXA-516
ARO:3005747	OXA-517	OXA-517 is a OXA beta-lactamase.	44209	OXA-517
ARO:3005748	OXA-518	OXA-518 is a OXA beta-lactamase.	44210	OXA-518
ARO:3005749	OXA-519	OXA-519 is a OXA beta-lactamase.	44211	OXA-519
ARO:3005750	OXA-520	OXA-520 is a OXA beta-lactamase.	44212	OXA-520
ARO:3005751	OXA-521	OXA-521 is a OXA beta-lactamase.	44213	OXA-521
ARO:3005752	OXA-522	OXA-522 is a OXA beta-lactamase.	44214	OXA-522
ARO:3005753	OXA-523	OXA-523 is a OXA beta-lactamase.	44215	OXA-523
ARO:3005754	OXA-524	OXA-524 is a OXA beta-lactamase.	44216	OXA-524
ARO:3005755	OXA-525	OXA-525 is a OXA beta-lactamase.	44217	OXA-525
ARO:3005756	OXA-526	OXA-526 is a OXA beta-lactamase.	44218	OXA-526
ARO:3005757	OXA-527	OXA-527 is a OXA beta-lactamase.	44219	OXA-527
ARO:3005758	OXA-528	OXA-528 is a OXA beta-lactamase.	44220	OXA-528
ARO:3005759	OXA-529	OXA-529 is a OXA beta-lactamase.	44221	OXA-529
ARO:3005760	OXA-530	OXA-530 is a OXA beta-lactamase.	44222	OXA-530
ARO:3005761	OXA-531	OXA-531 is a OXA beta-lactamase.	44223	OXA-531
ARO:3005762	OXA-532	OXA-532 is a OXA beta-lactamase.	44224	OXA-532
ARO:3005763	OXA-533	OXA-533 is a OXA beta-lactamase.	44225	OXA-533
ARO:3005764	OXA-534	OXA-534 is a OXA beta-lactamase.	44226	OXA-534
ARO:3005765	OXA-536	OXA-536 is a OXA beta-lactamase.	44227	OXA-536
ARO:3005766	OXA-537	OXA-537 is a OXA beta-lactamase.	44228	OXA-537
ARO:3005767	OXA-538	OXA-538 is a OXA beta-lactamase.	44229	OXA-538
ARO:3005768	OXA-542	OXA-542 is a OXA beta-lactamase.	44230	OXA-542
ARO:3005769	OXA-545	OXA-545 is a OXA beta-lactamase.	44231	OXA-545
ARO:3005770	OXA-546	OXA-546 is a OXA beta-lactamase.	44232	OXA-546
ARO:3005771	OXA-547	OXA-547 is a OXA beta-lactamase.	44233	OXA-547
ARO:3005772	OXA-548	OXA-548 is a OXA beta-lactamase.	44234	OXA-548
ARO:3005773	OXA-549	OXA-549 is a OXA beta-lactamase.	44235	OXA-549
ARO:3005774	OXA-550	OXA-550 is a OXA beta-lactamase.	44236	OXA-550
ARO:3005775	OXA-551	OXA-551 is a OXA beta-lactamase.	44237	OXA-551
ARO:3005776	OXA-552	OXA-552 is a OXA beta-lactamase.	44238	OXA-552
ARO:3005777	OXA-553	OXA-553 is a OXA beta-lactamase.	44239	OXA-553
ARO:3005778	OXA-554	OXA-554 is a OXA beta-lactamase.	44240	OXA-554
ARO:3005779	OXA-555	OXA-555 is a OXA beta-lactamase.	44241	OXA-555
ARO:3005780	OXA-556	OXA-556 is a OXA beta-lactamase.	44242	OXA-556
ARO:3005781	OXA-557	OXA-557 is a OXA beta-lactamase.	44243	OXA-557
ARO:3005782	OXA-558	OXA-558 is a OXA beta-lactamase.	44244	OXA-558
ARO:3005783	OXA-559	OXA-559 is a OXA beta-lactamase.	44245	OXA-559
ARO:3005784	OXA-560	OXA-560 is a OXA beta-lactamase.	44246	OXA-560
ARO:3005785	OXA-561	OXA-561 is a OXA beta-lactamase.	44247	OXA-561
ARO:3005786	OXA-562	OXA-562 is a OXA beta-lactamase.	44248	OXA-562
ARO:3005787	OXA-563	OXA-563 is a OXA beta-lactamase.	44249	OXA-563
ARO:3005788	OXA-564	OXA-564 is a OXA beta-lactamase.	44250	OXA-564
ARO:3005789	OXA-565	OXA-565 is a OXA beta-lactamase.	44251	OXA-565
ARO:3005790	OXA-566	OXA-566 is a OXA beta-lactamase.	44252	OXA-566
ARO:3005791	OXA-567	OXA-567 is a OXA beta-lactamase.	44253	OXA-567
ARO:3005792	OXA-568	OXA-568 is a OXA beta-lactamase.	44254	OXA-568
ARO:3005793	OXA-569	OXA-569 is a OXA beta-lactamase.	44255	OXA-569
ARO:3005794	OXA-572	OXA-572 is a OXA beta-lactamase.	44256	OXA-572
ARO:3005795	OXA-574	OXA-574 is a OXA beta-lactamase.	44257	OXA-574
ARO:3005796	OXA-575	OXA-575 is a OXA beta-lactamase.	44258	OXA-575
ARO:3005797	OXA-576	OXA-576 is a OXA beta-lactamase.	44259	OXA-576
ARO:3005798	OXA-577	OXA-577 is a OXA beta-lactamase.	44260	OXA-577
ARO:3005799	OXA-578	OXA-578 is a OXA beta-lactamase.	44261	OXA-578
ARO:3005800	OXA-579	OXA-579 is a OXA beta-lactamase.	44262	OXA-579
ARO:3005801	OXA-580	OXA-580 is a OXA beta-lactamase.	44263	OXA-580
ARO:3005802	OXA-581	OXA-581 is a OXA beta-lactamase.	44264	OXA-581
ARO:3005803	OXA-582	OXA-582 is a OXA beta-lactamase.	44265	OXA-582
ARO:3005804	OXA-583	OXA-583 is a OXA beta-lactamase.	44266	OXA-583
ARO:3005805	OXA-584	OXA-584 is a OXA beta-lactamase.	44267	OXA-584
ARO:3005806	OXA-585	OXA-585 is a OXA beta-lactamase.	44268	OXA-585
ARO:3005807	OXA-586	OXA-586 is a OXA beta-lactamase.	44269	OXA-586
ARO:3005808	OXA-587	OXA-587 is a OXA beta-lactamase.	44270	OXA-587
ARO:3005809	OXA-588	OXA-588 is a OXA beta-lactamase.	44271	OXA-588
ARO:3005810	OXA-589	OXA-589 is a OXA beta-lactamase.	44272	OXA-589
ARO:3005811	OXA-590	OXA-590 is a OXA beta-lactamase.	44273	OXA-590
ARO:3005812	OXA-591	OXA-591 is a OXA beta-lactamase.	44274	OXA-591
ARO:3005813	OXA-592	OXA-592 is a OXA beta-lactamase.	44275	OXA-592
ARO:3005814	OXA-593	OXA-593 is a OXA beta-lactamase.	44276	OXA-593
ARO:3005815	OXA-594	OXA-594 is a OXA beta-lactamase.	44277	OXA-594
ARO:3005816	OXA-595	OXA-595 is a OXA beta-lactamase.	44278	OXA-595
ARO:3005817	OXA-596	OXA-596 is a OXA beta-lactamase.	44279	OXA-596
ARO:3005818	OXA-597	OXA-597 is a OXA beta-lactamase.	44280	OXA-597
ARO:3005819	OXA-598	OXA-598 is a OXA beta-lactamase.	44281	OXA-598
ARO:3005820	OXA-599	OXA-599 is a OXA beta-lactamase.	44282	OXA-599
ARO:3005821	OXA-600	OXA-600 is a OXA beta-lactamase.	44283	OXA-600
ARO:3005822	OXA-601	OXA-601 is a OXA beta-lactamase.	44284	OXA-601
ARO:3005823	OXA-602	OXA-602 is a OXA beta-lactamase.	44285	OXA-602
ARO:3005824	OXA-603	OXA-603 is a OXA beta-lactamase.	44286	OXA-603
ARO:3005825	OXA-604	OXA-604 is a OXA beta-lactamase.	44287	OXA-604
ARO:3005826	OXA-605	OXA-605 is a OXA beta-lactamase.	44288	OXA-605
ARO:3005827	OXA-606	OXA-606 is a OXA beta-lactamase.	44289	OXA-606
ARO:3005828	OXA-607	OXA-607 is a OXA beta-lactamase.	44290	OXA-607
ARO:3005829	OXA-608	OXA-608 is a OXA beta-lactamase.	44291	OXA-608
ARO:3005830	OXA-609	OXA-609 is a OXA beta-lactamase.	44292	OXA-609
ARO:3005831	OXA-610	OXA-610 is a OXA beta-lactamase.	44293	OXA-610
ARO:3005832	OXA-611	OXA-611 is a OXA beta-lactamase.	44294	OXA-611
ARO:3005833	OXA-612	OXA-612 is a OXA beta-lactamase.	44295	OXA-612
ARO:3005834	OXA-613	OXA-613 is a OXA beta-lactamase.	44296	OXA-613
ARO:3005835	OXA-614	OXA-614 is a OXA beta-lactamase.	44297	OXA-614
ARO:3005836	OXA-615	OXA-615 is a OXA beta-lactamase.	44298	OXA-615
ARO:3005837	OXA-616	OXA-616 is a OXA beta-lactamase.	44299	OXA-616
ARO:3005838	OXA-617	OXA-617 is a OXA beta-lactamase.	44300	OXA-617
ARO:3005839	OXA-618	OXA-618 is a OXA beta-lactamase.	44301	OXA-618
ARO:3005840	OXA-619	OXA-619 is a OXA beta-lactamase.	44302	OXA-619
ARO:3005841	OXA-620	OXA-620 is a OXA beta-lactamase.	44303	OXA-620
ARO:3005842	OXA-621	OXA-621 is a OXA beta-lactamase.	44304	OXA-621
ARO:3005843	OXA-622	OXA-622 is a OXA beta-lactamase.	44305	OXA-622
ARO:3005844	OXA-623	OXA-623 is a OXA beta-lactamase.	44306	OXA-623
ARO:3005845	OXA-624	OXA-624 is a OXA beta-lactamase.	44307	OXA-624
ARO:3005846	OXA-625	OXA-625 is a OXA beta-lactamase.	44308	OXA-625
ARO:3005847	OXA-626	OXA-626 is a OXA beta-lactamase.	44309	OXA-626
ARO:3005848	OXA-627	OXA-627 is a OXA beta-lactamase.	44310	OXA-627
ARO:3005849	OXA-628	OXA-628 is a OXA beta-lactamase.	44311	OXA-628
ARO:3005850	OXA-629	OXA-629 is a OXA beta-lactamase.	44312	OXA-629
ARO:3005851	OXA-630	OXA-630 is a OXA beta-lactamase.	44313	OXA-630
ARO:3005852	OXA-631	OXA-631 is a OXA beta-lactamase.	44314	OXA-631
ARO:3005853	OXA-632	OXA-632 is a OXA beta-lactamase.	44315	OXA-632
ARO:3005854	OXA-633	OXA-633 is a OXA beta-lactamase.	44316	OXA-633
ARO:3005855	OXA-634	OXA-634 is a OXA beta-lactamase.	44317	OXA-634
ARO:3005856	OXA-635	OXA-635 is a OXA beta-lactamase.	44318	OXA-635
ARO:3005857	OXA-636	OXA-636 is a OXA beta-lactamase.	44319	OXA-636
ARO:3005858	OXA-637	OXA-637 is a OXA beta-lactamase.	44320	OXA-637
ARO:3005859	OXA-638	OXA-638 is a OXA beta-lactamase.	44321	OXA-638
ARO:3005860	OXA-639	OXA-639 is a OXA beta-lactamase.	44322	OXA-639
ARO:3005861	OXA-640	OXA-640 is a OXA beta-lactamase.	44323	OXA-640
ARO:3005862	OXA-642	OXA-642 is a OXA beta-lactamase.	44324	OXA-642
ARO:3005863	OXA-643	OXA-643 is a OXA beta-lactamase.	44325	OXA-643
ARO:3005864	OXA-644	OXA-644 is a OXA beta-lactamase.	44326	OXA-644
ARO:3005865	OXA-645	OXA-645 is a OXA beta-lactamase.	44327	OXA-645
ARO:3005866	OXA-650	OXA-650 is a OXA beta-lactamase.	44328	OXA-650
ARO:3005867	OXA-651	OXA-651 is a OXA beta-lactamase.	44329	OXA-651
ARO:3005868	OXA-652	OXA-652 is a OXA beta-lactamase.	44330	OXA-652
ARO:3005869	OXA-654	OXA-654 is a OXA beta-lactamase.	44331	OXA-654
ARO:3005870	OXA-655	OXA-655 is a OXA beta-lactamase.	44332	OXA-655
ARO:3005871	OXA-656	OXA-656 is a OXA beta-lactamase.	44333	OXA-656
ARO:3005872	OXA-657	OXA-657 is a OXA beta-lactamase.	44334	OXA-657
ARO:3005873	OXA-658	OXA-658 is a OXA beta-lactamase.	44335	OXA-658
ARO:3005874	OXA-659	OXA-659 is a OXA beta-lactamase.	44336	OXA-659
ARO:3005875	OXA-660	OXA-660 is a OXA beta-lactamase.	44337	OXA-660
ARO:3005876	OXA-661	OXA-661 is a OXA beta-lactamase.	44338	OXA-661
ARO:3005877	OXA-662	OXA-662 is a OXA beta-lactamase.	44339	OXA-662
ARO:3005878	OXA-666	OXA-666 is a OXA beta-lactamase.	44340	OXA-666
ARO:3005879	OXA-667	OXA-667 is a OXA beta-lactamase.	44341	OXA-667
ARO:3005880	OXA-669	OXA-669 is a OXA beta-lactamase.	44342	OXA-669
ARO:3005881	OXA-670	OXA-670 is a OXA beta-lactamase.	44343	OXA-670
ARO:3005882	OXA-674	OXA-674 is a OXA beta-lactamase.	44344	OXA-674
ARO:3005883	OXA-675	OXA-675 is a OXA beta-lactamase.	44345	OXA-675
ARO:3005884	OXA-676	OXA-676 is a OXA beta-lactamase.	44346	OXA-676
ARO:3005885	OXA-677	OXA-677 is a OXA beta-lactamase.	44347	OXA-677
ARO:3005886	OXA-678	OXA-678 is a OXA beta-lactamase.	44348	OXA-678
ARO:3005887	OXA-679	OXA-679 is a OXA beta-lactamase.	44349	OXA-679
ARO:3005888	OXA-680	OXA-680 is a OXA beta-lactamase.	44350	OXA-680
ARO:3005889	OXA-682	OXA-682 is a OXA beta-lactamase.	44351	OXA-682
ARO:3005890	OXA-683	OXA-683 is a OXA beta-lactamase.	44352	OXA-683
ARO:3005891	OXA-684	OXA-684 is a OXA beta-lactamase.	44353	OXA-684
ARO:3005892	OXA-685	OXA-685 is a OXA beta-lactamase.	44354	OXA-685
ARO:3005893	OXA-686	OXA-686 is a OXA beta-lactamase.	44355	OXA-686
ARO:3005894	OXA-687	OXA-687 is a OXA beta-lactamase.	44356	OXA-687
ARO:3005895	OXA-688	OXA-688 is a OXA beta-lactamase.	44357	OXA-688
ARO:3005896	OXA-689	OXA-689 is a OXA beta-lactamase.	44358	OXA-689
ARO:3005897	OXA-690	OXA-690 is a OXA beta-lactamase.	44359	OXA-690
ARO:3005898	OXA-691	OXA-691 is a OXA beta-lactamase.	44360	OXA-691
ARO:3005899	OXA-692	OXA-692 is a OXA beta-lactamase.	44361	OXA-692
ARO:3005900	OXA-693	OXA-693 is a OXA beta-lactamase.	44362	OXA-693
ARO:3005901	OXA-694	OXA-694 is a OXA beta-lactamase.	44363	OXA-694
ARO:3005902	OXA-695	OXA-695 is a OXA beta-lactamase.	44364	OXA-695
ARO:3005903	OXA-696	OXA-696 is a OXA beta-lactamase.	44365	OXA-696
ARO:3005904	OXA-697	OXA-697 is a OXA beta-lactamase.	44366	OXA-697
ARO:3005905	OXA-698	OXA-698 is a OXA beta-lactamase.	44367	OXA-698
ARO:3005906	OXA-699	OXA-699 is a OXA beta-lactamase.	44368	OXA-699
ARO:3005907	OXA-700	OXA-700 is a OXA beta-lactamase.	44369	OXA-700
ARO:3005908	OXA-701	OXA-701 is a OXA beta-lactamase.	44370	OXA-701
ARO:3005909	OXA-702	OXA-702 is a OXA beta-lactamase.	44371	OXA-702
ARO:3005910	OXA-703	OXA-703 is a OXA beta-lactamase.	44372	OXA-703
ARO:3005911	OXA-704	OXA-704 is a OXA beta-lactamase.	44373	OXA-704
ARO:3005912	OXA-705	OXA-705 is a OXA beta-lactamase.	44374	OXA-705
ARO:3005913	OXA-706	OXA-706 is a OXA beta-lactamase.	44375	OXA-706
ARO:3005914	OXA-707	OXA-707 is a OXA beta-lactamase.	44376	OXA-707
ARO:3005915	OXA-708	OXA-708 is a OXA beta-lactamase.	44377	OXA-708
ARO:3005916	OXA-709	OXA-709 is a OXA beta-lactamase.	44378	OXA-709
ARO:3005917	OXA-710	OXA-710 is a OXA beta-lactamase.	44379	OXA-710
ARO:3005918	OXA-711	OXA-711 is a OXA beta-lactamase.	44380	OXA-711
ARO:3005919	OXA-712	OXA-712 is a OXA beta-lactamase.	44381	OXA-712
ARO:3005920	OXA-713	OXA-713 is a OXA beta-lactamase.	44382	OXA-713
ARO:3005921	OXA-714	OXA-714 is a OXA beta-lactamase.	44383	OXA-714
ARO:3005922	OXA-715	OXA-715 is a OXA beta-lactamase.	44384	OXA-715
ARO:3005923	OXA-716	OXA-716 is a OXA beta-lactamase.	44385	OXA-716
ARO:3005924	OXA-717	OXA-717 is a OXA beta-lactamase.	44386	OXA-717
ARO:3005925	OXA-718	OXA-718 is a OXA beta-lactamase.	44387	OXA-718
ARO:3005926	OXA-719	OXA-719 is a OXA beta-lactamase.	44388	OXA-719
ARO:3005927	OXA-720	OXA-720 is a OXA beta-lactamase.	44389	OXA-720
ARO:3005928	OXA-721	OXA-721 is a OXA beta-lactamase.	44390	OXA-721
ARO:3005929	OXA-722	OXA-722 is a OXA beta-lactamase.	44391	OXA-722
ARO:3005930	OXA-723	OXA-723 is a OXA beta-lactamase.	44392	OXA-723
ARO:3005931	OXA-726	OXA-726 is a OXA beta-lactamase.	44393	OXA-726
ARO:3005932	OXA-727	OXA-727 is a OXA beta-lactamase.	44394	OXA-727
ARO:3005933	OXA-728	OXA-728 is a OXA beta-lactamase.	44395	OXA-728
ARO:3005934	OXA-729	OXA-729 is a OXA beta-lactamase.	44396	OXA-729
ARO:3005935	OXA-730	OXA-730 is a OXA beta-lactamase.	44397	OXA-730
ARO:3005936	OXA-731	OXA-731 is a OXA beta-lactamase.	44398	OXA-731
ARO:3005937	OXA-732	OXA-732 is a OXA beta-lactamase.	44399	OXA-732
ARO:3005938	OXA-733	OXA-733 is a OXA beta-lactamase.	44400	OXA-733
ARO:3005939	OXA-734	OXA-734 is a OXA beta-lactamase.	44401	OXA-734
ARO:3005940	OXA-735	OXA-735 is a OXA beta-lactamase.	44402	OXA-735
ARO:3005941	OXA-736	OXA-736 is a OXA beta-lactamase.	44403	OXA-736
ARO:3005942	OXA-738	OXA-738 is a OXA beta-lactamase.	44404	OXA-738
ARO:3005943	OXA-739	OXA-739 is a OXA beta-lactamase.	44405	OXA-739
ARO:3005944	OXA-740	OXA-740 is a OXA beta-lactamase.	44406	OXA-740
ARO:3005945	OXA-741	OXA-741 is a OXA beta-lactamase.	44407	OXA-741
ARO:3005946	OXA-742	OXA-742 is a OXA beta-lactamase.	44408	OXA-742
ARO:3005947	OXA-743	OXA-743 is a OXA beta-lactamase.	44409	OXA-743
ARO:3005948	OXA-744	OXA-744 is a OXA beta-lactamase.	44410	OXA-744
ARO:3005949	OXA-745	OXA-745 is a OXA beta-lactamase.	44411	OXA-745
ARO:3005950	OXA-746	OXA-746 is a OXA beta-lactamase.	44412	OXA-746
ARO:3005951	OXA-747	OXA-747 is a OXA beta-lactamase.	44413	OXA-747
ARO:3005952	OXA-748	OXA-748 is a OXA beta-lactamase.	44414	OXA-748
ARO:3005953	OXA-749	OXA-749 is a OXA beta-lactamase.	44415	OXA-749
ARO:3005954	OXA-750	OXA-750 is a OXA beta-lactamase.	44416	OXA-750
ARO:3005955	OXA-751	OXA-751 is a OXA beta-lactamase.	44417	OXA-751
ARO:3005956	OXA-752	OXA-752 is a OXA beta-lactamase.	44418	OXA-752
ARO:3005957	OXA-753	OXA-753 is a OXA beta-lactamase.	44419	OXA-753
ARO:3005958	OXA-754	OXA-754 is a OXA beta-lactamase.	44420	OXA-754
ARO:3005959	OXA-755	OXA-755 is a OXA beta-lactamase.	44421	OXA-755
ARO:3005960	OXA-756	OXA-756 is a OXA beta-lactamase.	44422	OXA-756
ARO:3005961	OXA-757	OXA-757 is a OXA beta-lactamase.	44423	OXA-757
ARO:3005962	OXA-758	OXA-758 is a OXA beta-lactamase.	44424	OXA-758
ARO:3005963	OXA-759	OXA-759 is a OXA beta-lactamase.	44425	OXA-759
ARO:3005964	OXA-760	OXA-760 is a OXA beta-lactamase.	44426	OXA-760
ARO:3005965	OXA-761	OXA-761 is a OXA beta-lactamase.	44427	OXA-761
ARO:3005966	OXA-762	OXA-762 is a OXA beta-lactamase.	44428	OXA-762
ARO:3005967	OXA-763	OXA-763 is a OXA beta-lactamase.	44429	OXA-763
ARO:3005968	OXA-764	OXA-764 is a OXA beta-lactamase.	44430	OXA-764
ARO:3005969	OXA-765	OXA-765 is a OXA beta-lactamase.	44431	OXA-765
ARO:3005970	OXA-766	OXA-766 is a OXA beta-lactamase.	44432	OXA-766
ARO:3005971	OXA-767	OXA-767 is a OXA beta-lactamase.	44433	OXA-767
ARO:3005972	OXA-768	OXA-768 is a OXA beta-lactamase.	44434	OXA-768
ARO:3005973	OXA-769	OXA-769 is a OXA beta-lactamase.	44435	OXA-769
ARO:3005974	OXA-770	OXA-770 is a OXA beta-lactamase.	44436	OXA-770
ARO:3005975	OXA-771	OXA-771 is a OXA beta-lactamase.	44437	OXA-771
ARO:3005976	OXA-772	OXA-772 is a OXA beta-lactamase.	44438	OXA-772
ARO:3005977	OXA-773	OXA-773 is a OXA beta-lactamase.	44439	OXA-773
ARO:3005978	OXA-774	OXA-774 is a OXA beta-lactamase.	44440	OXA-774
ARO:3005979	OXA-775	OXA-775 is a OXA beta-lactamase.	44441	OXA-775
ARO:3005980	OXA-776	OXA-776 is a OXA beta-lactamase.	44442	OXA-776
ARO:3005981	OXA-777	OXA-777 is a OXA beta-lactamase.	44443	OXA-777
ARO:3005982	OXA-778	OXA-778 is a OXA beta-lactamase.	44444	OXA-778
ARO:3005983	OXA-780	OXA-780 is a OXA beta-lactamase.	44445	OXA-780
ARO:3005984	OXA-781	OXA-781 is a OXA beta-lactamase.	44446	OXA-781
ARO:3005985	OXA-782	OXA-782 is a OXA beta-lactamase.	44447	OXA-782
ARO:3005986	OXA-783	OXA-783 is a OXA beta-lactamase.	44448	OXA-783
ARO:3005987	OXA-784	OXA-784 is a OXA beta-lactamase.	44449	OXA-784
ARO:3005988	OXA-785	OXA-785 is a OXA beta-lactamase.	44450	OXA-785
ARO:3005989	OXA-786	OXA-786 is a OXA beta-lactamase.	44451	OXA-786
ARO:3005990	OXA-787	OXA-787 is a OXA beta-lactamase.	44452	OXA-787
ARO:3005991	OXA-788	OXA-788 is a OXA beta-lactamase.	44453	OXA-788
ARO:3005992	OXA-789	OXA-789 is a OXA beta-lactamase.	44454	OXA-789
ARO:3005993	OXA-793	OXA-793 is a OXA beta-lactamase.	44455	OXA-793
ARO:3005994	OXA-794	OXA-794 is a OXA beta-lactamase.	44456	OXA-794
ARO:3005995	OXA-795	OXA-795 is a OXA beta-lactamase.	44457	OXA-795
ARO:3005996	OXA-796	OXA-796 is a OXA beta-lactamase.	44458	OXA-796
ARO:3005997	OXA-797	OXA-797 is a OXA beta-lactamase.	44459	OXA-797
ARO:3005998	OXA-798	OXA-798 is a OXA beta-lactamase.	44460	OXA-798
ARO:3005999	OXA-799	OXA-799 is a OXA beta-lactamase.	44461	OXA-799
ARO:3006000	OXA-800	OXA-800 is a OXA beta-lactamase.	44462	OXA-800
ARO:3006001	OXA-801	OXA-801 is a OXA beta-lactamase.	44463	OXA-801
ARO:3006002	OXA-802	OXA-802 is a OXA beta-lactamase.	44464	OXA-802
ARO:3006003	OXA-803	OXA-803 is a OXA beta-lactamase.	44465	OXA-803
ARO:3006004	OXA-804	OXA-804 is a OXA beta-lactamase.	44466	OXA-804
ARO:3006005	OXA-805	OXA-805 is a OXA beta-lactamase.	44467	OXA-805
ARO:3006006	OXA-806	OXA-806 is a OXA beta-lactamase.	44468	OXA-806
ARO:3006007	OXA-807	OXA-807 is a OXA beta-lactamase.	44469	OXA-807
ARO:3006008	OXA-808	OXA-808 is a OXA beta-lactamase.	44470	OXA-808
ARO:3006009	OXA-809	OXA-809 is a OXA beta-lactamase.	44471	OXA-809
ARO:3006010	OXA-810	OXA-810 is a OXA beta-lactamase.	44472	OXA-810
ARO:3006011	OXA-811	OXA-811 is a OXA beta-lactamase.	44473	OXA-811
ARO:3006012	OXA-813	OXA-813 is a OXA beta-lactamase.	44474	OXA-813
ARO:3006013	OXA-814	OXA-814 is a OXA beta-lactamase.	44475	OXA-814
ARO:3006014	OXA-815	OXA-815 is a OXA beta-lactamase.	44476	OXA-815
ARO:3006015	OXA-816	OXA-816 is a OXA beta-lactamase.	44477	OXA-816
ARO:3006016	OXA-817	OXA-817 is a OXA beta-lactamase.	44478	OXA-817
ARO:3006017	OXA-819	OXA-819 is a OXA beta-lactamase.	44479	OXA-819
ARO:3006018	OXA-820	OXA-820 is a OXA beta-lactamase.	44480	OXA-820
ARO:3006019	OXA-821	OXA-821 is a OXA beta-lactamase.	44481	OXA-821
ARO:3006020	OXA-822	OXA-822 is a OXA beta-lactamase.	44482	OXA-822
ARO:3006021	OXA-823	OXA-823 is a OXA beta-lactamase.	44483	OXA-823
ARO:3006022	OXA-824	OXA-824 is a OXA beta-lactamase.	44484	OXA-824
ARO:3006023	OXA-826	OXA-826 is a OXA beta-lactamase.	44485	OXA-826
ARO:3006024	OXA-827	OXA-827 is a OXA beta-lactamase.	44486	OXA-827
ARO:3006025	OXA-828	OXA-828 is a OXA beta-lactamase.	44487	OXA-828
ARO:3006026	OXA-829	OXA-829 is a OXA beta-lactamase.	44488	OXA-829
ARO:3006027	OXA-830	OXA-830 is a OXA beta-lactamase.	44489	OXA-830
ARO:3006028	OXA-831	OXA-831 is a OXA beta-lactamase.	44490	OXA-831
ARO:3006029	OXA-832	OXA-832 is a OXA beta-lactamase.	44491	OXA-832
ARO:3006030	OXA-833	OXA-833 is a OXA beta-lactamase.	44492	OXA-833
ARO:3006031	OXA-834	OXA-834 is a OXA beta-lactamase.	44493	OXA-834
ARO:3006032	OXA-836	OXA-836 is a OXA beta-lactamase.	44494	OXA-836
ARO:3006033	OXA-839	OXA-839 is a OXA beta-lactamase.	44495	OXA-839
ARO:3006034	OXA-840	OXA-840 is a OXA beta-lactamase.	44496	OXA-840
ARO:3006035	OXA-841	OXA-841 is a OXA beta-lactamase.	44497	OXA-841
ARO:3006036	OXA-842	OXA-842 is a OXA beta-lactamase.	44498	OXA-842
ARO:3006037	OXA-843	OXA-843 is a OXA beta-lactamase.	44499	OXA-843
ARO:3006038	OXA-844	OXA-844 is a OXA beta-lactamase.	44500	OXA-844
ARO:3006039	OXA-845	OXA-845 is a OXA beta-lactamase.	44501	OXA-845
ARO:3006040	OXA-847	OXA-847 is a OXA beta-lactamase.	44502	OXA-847
ARO:3006041	OXA-848	OXA-848 is a OXA beta-lactamase.	44503	OXA-848
ARO:3006042	OXA-849	OXA-849 is a OXA beta-lactamase.	44504	OXA-849
ARO:3006043	OXA-851	OXA-851 is a OXA beta-lactamase.	44505	OXA-851
ARO:3006044	OXA-852	OXA-852 is a OXA beta-lactamase.	44506	OXA-852
ARO:3006045	OXA-853	OXA-853 is a OXA beta-lactamase.	44507	OXA-853
ARO:3006046	OXA-854	OXA-854 is a OXA beta-lactamase.	44508	OXA-854
ARO:3006047	OXA-855	OXA-855 is a OXA beta-lactamase.	44509	OXA-855
ARO:3006048	OXA-856	OXA-856 is a OXA beta-lactamase.	44510	OXA-856
ARO:3006049	OXA-857	OXA-857 is a OXA beta-lactamase.	44511	OXA-857
ARO:3006050	OXA-858	OXA-858 is a OXA beta-lactamase.	44512	OXA-858
ARO:3006051	OXA-859	OXA-859 is a OXA beta-lactamase.	44513	OXA-859
ARO:3006052	OXA-860	OXA-860 is a OXA beta-lactamase.	44514	OXA-860
ARO:3006053	OXA-861	OXA-861 is a OXA beta-lactamase.	44515	OXA-861
ARO:3006054	OXA-862	OXA-862 is a OXA beta-lactamase.	44516	OXA-862
ARO:3006055	OXA-863	OXA-863 is a OXA beta-lactamase.	44517	OXA-863
ARO:3006056	OXA-864	OXA-864 is a OXA beta-lactamase.	44518	OXA-864
ARO:3006057	OXA-865	OXA-865 is a OXA beta-lactamase.	44519	OXA-865
ARO:3006058	OXA-866	OXA-866 is a OXA beta-lactamase.	44520	OXA-866
ARO:3006059	OXA-867	OXA-867 is a OXA beta-lactamase.	44521	OXA-867
ARO:3006060	OXA-868	OXA-868 is a OXA beta-lactamase.	44522	OXA-868
ARO:3006061	OXA-869	OXA-869 is a OXA beta-lactamase.	44523	OXA-869
ARO:3006062	OXA-870	OXA-870 is a OXA beta-lactamase.	44524	OXA-870
ARO:3006063	OXA-871	OXA-871 is a OXA beta-lactamase.	44525	OXA-871
ARO:3006064	OXA-872	OXA-872 is a OXA beta-lactamase.	44526	OXA-872
ARO:3006065	OXA-873	OXA-873 is a OXA beta-lactamase.	44527	OXA-873
