Accession	Name	Description	ID
1352936	Streptomyces roseochromogenus subsp. oscitans DS 12.976	Streptomyces roseochromogenus subsp. oscitans DS 12.976	39543
547964	Streptomyces sp. TRI-1		39676
1214076	Streptomyces sp. WAC 01438		39592
1194538	Streptomyces sp. WAC05292		37730
1501383	Streptomyces sp. WAC4747		39689
80858	Streptomyces thermotolerans		36843
55952	Streptomyces toyocaensis		36898
54571	Streptomyces venezuelae		36873
953739	Streptomyces venezuelae ATCC 10712		36896
1960	Streptomyces vinaceus		39588
1938	Streptomyces viridochromogenes		39570
43759	Streptomyces wedmorensis		39587
32630	synthetic construct	Synthetic constructs.	36748
195950	Tannerella	null	45904
28112	Tannerella forsythia	placeholder	45870
168934	Thalassospira	placeholder	43509
1891279	Thalassospira indica	_BLANK_	43835
270	Thermus	_BLANK_	45538
274	Thermus thermophilus	_blank_	43293
262724	Thermus thermophilus HB27	_blank_	43290
5810	Toxoplasma	_BLANK_	45541
5811	Toxoplasma gondii	Toxoplasma gondii	41658
2387	transposons	Transposons	45539
2405	Transposon Tn4551	_blank_	42733
157	Treponema	null	45905
158	Treponema denticola	placeholder	45871
160	Treponema pallidum	placeholder	45872
2038	Tropheryma	null	45906
2039	Tropheryma whipplei	placeholder	45873
1069494	Trueperella	placeholder	43510
1661	Trueperella pyogenes	_BLANK_	43836
196816	unclassified Acinetobacter	_blank_	45627
49928	unclassified Bacteria	unclassified Bacteria	45542
2644389	unclassified Citrobacter	NULL	45550
2816438	unclassified Citrobacter freundii complex	NULL	45551
189971	unclassified Clostridiaceae	NULL	45553
2608935	unclassified Enterobacter	NULL	45561
2757714	unclassified Enterobacter cloacae complex	NULL	45560
39779	unclassified Eubacteriales	NULL	45554
77133	uncultured bacterium		36791
798570	uncultured bacterium Ak20-3	_blank_	42710
654983	uncultured bacterium AOTet43		37082
506512	uncultured bacterium BLR1		39079
506513	uncultured bacterium BLR10		39682
506514	uncultured bacterium BLR12		39084
506515	uncultured bacterium BLR13		39085
506517	uncultured bacterium BLR17		39086
506518	uncultured bacterium BLR18		39683
506519	uncultured bacterium BLR19		39089
506520	uncultured bacterium BLR2		39080
506521	uncultured bacterium BLR3		39081
506522	uncultured bacterium BLR5		39088
506523	uncultured bacterium BLR7		39087
506524	uncultured bacterium BLR8		39082
506525	uncultured bacterium BLR9		39083
1805580	uncultured bacterium IN-02	_blank_	41635
1805592	uncultured bacterium IN-14	_blank_	41633
155900	uncultured organism		39661
45196	unidentified cloning vector		39535
2129	Ureaplasma	_blank_	40310
134821	Ureaplasma parvum	_blank_	40416
273119	Ureaplasma parvum serovar 3 str. ATCC 700970	_blank_	42616
2130	Ureaplasma urealyticum	_blank_	40302
565575	Ureaplasma urealyticum serovar 10 str. ATCC 33699	_blank_	40301
29278	vectors	Definition needed.	36852
662	Vibrio		37072
663	Vibrio alginolyticus	_blank_	43205
55601	Vibrio anguillarum		39536
882102	Vibrio anguillarum 775	_blank_	42239
666	Vibrio cholerae		36789
1093790	Vibrio cholerae H1	_blank_	42439
593588	Vibrio cholerae MJ-1236		37596
345072	Vibrio cholerae MO10		39556
156539	Vibrio cholerae non-O1/non-O139		36920
127906	Vibrio cholerae O1	_blank_	43295
243277	Vibrio cholerae O1 biovar El Tor str. N16961		39595
676	Vibrio fluvialis		39525
669	Vibrio harveyi		36785
1481663	Vibrio metoecus	_BLANK_	43837
674	Vibrio mimicus	placeholder	45874
1208308	Vibrio neocaledonicus	_BLANK_	43838
696485	Vibrio owensii	_BLANK_	43839
670	Vibrio parahaemolyticus		39615
1211705	Vibrio parahaemolyticus BB22OP		39774
1338034	Vibrio parahaemolyticus O1:Kuk str. FDA_R31		39775
223926	Vibrio parahaemolyticus RIMD 2210633		39776
1429044	Vibrio parahaemolyticus UCM-V493		39777
159729	Vibrio sp. No.6		36750
672	Vibrio vulnificus	Vibrio vulnificus	41659
278082	Victivallales	placeholder	43511
2212475	Victivallales bacterium	Undefined Victivallales species	43392
10239	Viruses	Viruses are a large domain of infectious agents consisting typically of a nucleic acid molecule surrounded in a protein coat, sometimes with a peptide molecule. Viruses are highly variable and are capable of infecting all forms of life, with many different mechanisms. Some viruses are bacteriophage viruses, which infect a bacterial cell and reproduce within the cell, causing cell lysis and killing the bacterium.	36782
338	Xanthomonas	placeholder	43512
339	Xanthomonas campestris	placeholder	43384
347	Xanthomonas oryzae	_BLANK_	43840
629	Yersinia		39613
2607663	Yersinia canariae	_BLANK_	43841
630	Yersinia enterocolitica		40164
393305	Yersinia enterocolitica subsp. enterocolitica 8081	_blank_	41057
34054	Yersinia enterocolitica (type O:8)		39589
28152	Yersinia kristensenii	placeholder	45875
632	Yersinia pestis		36854
360102	Yersinia pestis Antiqua		37593
214092	Yersinia pestis CO92	_blank_	41060
633	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	42589
502800	Yersinia pseudotuberculosis YPIII	_blank_	41054
29486	Yersinia ruckeri	_blank_	42660
