Original ID	Gene Name in CARD	ARO	Cut_Off	Database
blaOXA-120_1_EU255289	OXA-120	3001672	Perfect	resfinder
blaOXA-121_1_EU255290	OXA-121	3001443	Perfect	resfinder
blaOXA-122_1_EU255291	OXA-122	3001444	Perfect	resfinder
blaOXA-123_1_EU255292	OXA-123	3001445	Perfect	resfinder
blaOXA-124_1_EU255293	OXA-124	3001446	Perfect	resfinder
blaOXA-125_1_EU255294	OXA-125	3001447	Perfect	resfinder
blaOXA-126_1_EU255295	OXA-126	3001448	Perfect	resfinder
blaOXA-127_1_EU255296	OXA-127	3001449	Perfect	resfinder
blaOXA-128_1_EU375515	OXA-128	3001648	Perfect	resfinder
blaOXA-129_1_FJWZ01000025	OXA-129	3001811	Perfect	resfinder
blaOXA-130_1_EU547445	OXA-130	3001651	Perfect	resfinder
blaOXA-131_1_EU547446	OXA-131	3001652	Perfect	resfinder
blaOXA-132_1_EU547447	OXA-132	3001653	Perfect	resfinder
blaOXA-133_1_EU571228	OXA-133	3001702	Perfect	resfinder
blaOXA-134_1_HQ122933	OXA-134	3001695	Perfect	resfinder
blaOXA-136_1_EU086831	OXA-136	3001765	Perfect	resfinder
blaOXA-137_1_EU086834	OXA-137	3001767	Perfect	resfinder
blaOXA-138_1_EU670845	OXA-138	3001655	Perfect	resfinder
blaOXA-139_1_AM991978	OXA-139	3001451	Perfect	resfinder
blaOXA-13_1_AF043558	OXA-19	3001414	Strict	resfinder
blaOXA-13_1_U59183	OXA-13	3001408	Perfect	resfinder
blaOXA-141_1_EF552405	OXA-141	3001802	Perfect	resfinder
blaOXA-142_1_LC169567	OXA-142	3001803	Perfect	resfinder
blaOXA-143_1_GQ861437	OXA-143	3001654	Perfect	resfinder
blaOXA-144_1_FJ872530	OXA-144	3002480	Perfect	resfinder
blaOXA-145_1_FJ790516	OXA-145	3001804	Perfect	resfinder
blaOXA-146_1_FJ194494	OXA-146	3001779	Perfect	resfinder
blaOXA-147_1_FJ848783	OXA-147	3001801	Perfect	resfinder
blaOXA-148_1_GQ853679	OXA-148	3001453	Perfect	resfinder
blaOXA-149_1_GQ853680	OXA-149	3001454	Perfect	resfinder
blaOXA-14_1_KJ420612	OXA-14	3001409	Perfect	resfinder
blaOXA-150_1_GQ853681	OXA-150	3001455	Perfect	resfinder
blaOXA-151_1_CP009553	OXA-151	3001456	Perfect	resfinder
blaOXA-152_1_KP771980	OXA-152	3001457	Perfect	resfinder
blaOXA-153_1_KP771981	OXA-153	3001458	Perfect	resfinder
blaOXA-154_1_KP771982	OXA-154	3001459	Perfect	resfinder
blaOXA-155_1_KP771983	OXA-155	3001460	Perfect	resfinder
blaOXA-156_1_KP771984	OXA-156	3001461	Perfect	resfinder
blaOXA-157_1_KP771985	OXA-157	3001462	Perfect	resfinder
blaOXA-158_1_KP771986	OXA-158	3001463	Perfect	resfinder
blaOXA-159_1_KP771987	OXA-159	3001464	Perfect	resfinder
blaOXA-15_1_U63835	OXA-15	3001410	Perfect	resfinder
blaOXA-160_1_GU199038	OXA-160	3001663	Perfect	resfinder
blaOXA-161_1_GQ202693	OXA-161	3001799	Perfect	resfinder
blaOXA-162_1_GU197550	OXA-162	3001776	Perfect	resfinder
blaOXA-163_1_HQ700343	OXA-163	3001783	Perfect	resfinder
blaOXA-164_1_GU831575	OXA-164	3001662	Perfect	resfinder
blaOXA-165_1_HM488986	OXA-165	3001465	Perfect	resfinder
blaOXA-166_1_HM488987	OXA-166	3001466	Perfect	resfinder
blaOXA-167_1_HM488988	OXA-167	3001467	Perfect	resfinder
blaOXA-168_1_HM488989	OXA-168	3001468	Perfect	resfinder
blaOXA-169_1_HM488990	OXA-169	3001469	Perfect	resfinder
blaOXA-16_1_AF043100	OXA-14	3001409	Strict	resfinder
blaOXA-170_1_HM488991	OXA-170	3001470	Perfect	resfinder
blaOXA-171_1_HM488992	OXA-171	3001471	Perfect	resfinder
blaOXA-172_1_HM113558	OXA-172	3001656	Perfect	resfinder
blaOXA-173_1_HM113559	OXA-173	3001657	Perfect	resfinder
blaOXA-174_1_HM113560	OXA-174	3001658	Perfect	resfinder
blaOXA-175_1_HM113561	OXA-175	3001659	Perfect	resfinder
blaOXA-176_1_HM113562	OXA-176	3001660	Perfect	resfinder
blaOXA-177_1_HM113563	OXA-177	3001661	Perfect	resfinder
blaOXA-178_1_HM113564	OXA-178	3001472	Perfect	resfinder
blaOXA-179_1_HM570035	OXA-179	3001473	Perfect	resfinder
blaOXA-17_1_DQ902344	OXA-17	3001412	Perfect	resfinder
blaOXA-180_1_HM570036	OXA-180	3001474	Perfect	resfinder
blaOXA-181_1_CM004561	OXA-181	3001784	Perfect	resfinder
blaOXA-182_1_HM640278	OXA-182	3001709	Perfect	resfinder
blaOXA-183_1_HQ111474	OXA-183	3001475	Perfect	resfinder
blaOXA-184_1_JQ396378	OXA-184	3001476	Strict	resfinder
blaOXA-185_1_JQ396379	OXA-184	3001476	Strict	resfinder
blaOXA-18_1_U85514	OXA-18	3001413	Perfect	resfinder
blaOXA-192_1_JF273470	OXA-192	3001766	Perfect	resfinder
blaOXA-193_1_CP013032	OXA-193	3001478	Perfect	resfinder
blaOXA-194_1_HQ425492	OXA-194	3001479	Perfect	resfinder
blaOXA-195_1_HQ425493	OXA-195	3001480	Perfect	resfinder
blaOXA-196_1_HQ425494	OXA-196	3001481	Perfect	resfinder
blaOXA-197_1_HQ425495	OXA-197	3001482	Perfect	resfinder
blaOXA-198_1_HQ634775	OXA-198	3001805	Perfect	resfinder
blaOXA-199_1_JN704570	OXA-199	3001814	Perfect	resfinder
blaOXA-19_1_AF043381	OXA-19	3001414	Perfect	resfinder
blaOXA-1_1_HQ170510	OXA-1	3001396	Perfect	resfinder
blaOXA-200_1_HQ734811	OXA-200	3001665	Perfect	resfinder
blaOXA-201_1_HQ734812	OXA-201	3001666	Perfect	resfinder
blaOXA-202_1_HQ734813	OXA-202	3001667	Perfect	resfinder
blaOXA-203_1_HQ998857	OXA-203	3001664	Perfect	resfinder
blaOXA-204_1_KP027885	OXA-204	3001788	Perfect	resfinder
blaOXA-205_1_JF800667	OXA-205	3001483	Perfect	resfinder
blaOXA-206_1_AB634250	OXA-206	3001484	Perfect	resfinder
blaOXA-207_1_LLFS01000355	OXA-207	3001485	Perfect	resfinder
blaOXA-208_1_KF305665	OXA-208	3001486	Perfect	resfinder
blaOXA-209_1_JF268688	OXA-209	3001809	Perfect	resfinder
blaOXA-20_1_AY307114	OXA-20	3001415	Strict	resfinder
blaOXA-20_2_AF024602	OXA-20	3001415	Strict	resfinder
blaOXA-210_1_JF795487	OXA-210	3001487	Perfect	resfinder
blaOXA-211_1_JN861779	OXA-211	3001710	Perfect	resfinder
blaOXA-212_1_JN861780	OXA-212	3001711	Perfect	resfinder
blaOXA-213_1_JN861781	OXA-213	3001712	Perfect	resfinder
blaOXA-214_1_JN861782	OXA-214	3001713	Perfect	resfinder
blaOXA-215_1_JN861783	OXA-215	3001714	Perfect	resfinder
blaOXA-216_1_FR865168	OXA-216	3001488	Perfect	resfinder
blaOXA-217_1_JN603240	OXA-217	3001489	Perfect	resfinder
blaOXA-219_1_JN215211	OXA-219	3001668	Perfect	resfinder
blaOXA-21_1_AB626885	OXA-21	3001416	Perfect	resfinder
blaOXA-223_1_JN248564	OXA-223	3001669	Perfect	resfinder
blaOXA-224_1_JN412067	OXA-224	3001806	Perfect	resfinder
blaOXA-225_1_JN638887	OXA-225	3001493	Perfect	resfinder
blaOXA-226_1_FJ617207	OXA-226	3001800	Perfect	resfinder
blaOXA-228_1_JQ422053	OXA-228	3001691	Perfect	resfinder
blaOXA-229_1_JQ422052	OXA-229	3001692	Perfect	resfinder
blaOXA-22_1_AF064820	OXA-22	3001417	Perfect	resfinder
blaOXA-230_1_JQ422054	OXA-230	3001693	Perfect	resfinder
blaOXA-231_1_JQ326200	OXA-231	3001670	Perfect	resfinder
blaOXA-232_1_JX423831	OXA-232	3001778	Perfect	resfinder
blaOXA-233_1_KJ657570	OXA-233	3001495	Perfect	resfinder
blaOXA-234_1_NG_050607	OXA-234	3001496	Perfect	resfinder
blaOXA-235_1_JQ820240	OXA-235	3001676	Perfect	resfinder
blaOXA-236_1_JQ820242	OXA-236	3001677	Perfect	resfinder
blaOXA-237_1_JQ820241	OXA-237	3001678	Perfect	resfinder
blaOXA-239_1_JQ837239	OXA-239	3001498	Perfect	resfinder
blaOXA-23_1_AY795964	OXA-23	3001418	Perfect	resfinder
blaOXA-240_1_JX089628	OXA-240	3001499	Perfect	resfinder
blaOXA-241_1_JX025021	OXA-241	3001679	Perfect	resfinder
blaOXA-242_1_JX025022	OXA-242	3001680	Perfect	resfinder
blaOXA-243_1_AFRQ01000031	OXA-243	3001610	Perfect	resfinder
blaOXA-244_1_KP659189	OXA-244	3001786	Perfect	resfinder
blaOXA-245_1_JX438001	OXA-245	3001787	Perfect	resfinder
blaOXA-246_1_EU886980	OXA-246	3001807	Perfect	resfinder
blaOXA-247_1_JX893517	OXA-247	3001791	Perfect	resfinder
blaOXA-248_1_HE963769	OXA-248	3001673	Perfect	resfinder
blaOXA-249_1_HE963770	OXA-249	3001674	Perfect	resfinder
blaOXA-24_1_AJ239129	OXA-24	3001419	Perfect	resfinder
blaOXA-250_1_HE963771	OXA-250	3001675	Perfect	resfinder
blaOXA-251_1_JN118546	OXA-251	3001500	Perfect	resfinder
blaOXA-252_1_NG_050608	OXA-252	3001501	Perfect	resfinder
blaOXA-253_1_KC479324	OXA-253	3001689	Perfect	resfinder
blaOXA-254_1_AB781687	OXA-254	3001682	Perfect	resfinder
blaOXA-255_1_KC479325	OXA-255	3001690	Perfect	resfinder
blaOXA-256_1_HE616889	OXA-256	3001502	Perfect	resfinder
blaOXA-257_1_KC567681	OXA-257	3001694	Perfect	resfinder
blaOXA-258_1_HE614014	OXA-258	3001503	Perfect	resfinder
blaOXA-259_1_KF057028	OXA-259	3001715	Perfect	resfinder
blaOXA-25_1_AF201826	OXA-25	3001420	Perfect	resfinder
blaOXA-260_1_APOR01000009	OXA-260	3001716	Perfect	resfinder
blaOXA-261_1_APQV01000009	OXA-261	3001717	Perfect	resfinder
blaOXA-262_1_APRA01000005	OXA-262	3001718	Perfect	resfinder
blaOXA-263_1_APQY01000006	OXA-263	3001719	Perfect	resfinder
blaOXA-264_1_APQQ01000012	OXA-264	3001720	Perfect	resfinder
blaOXA-265_1_APQR01000003	OXA-265	3001721	Perfect	resfinder
blaOXA-266_1_APPO01000008	OXA-266	3001722	Perfect	resfinder
blaOXA-267_1_APQH01000006	OXA-267	3001723	Perfect	resfinder
blaOXA-268_1_APOE01000008	OXA-268	3001724	Perfect	resfinder
blaOXA-269_1_APQJ01000007	OXA-269	3001725	Perfect	resfinder
blaOXA-26_1_AF201827	OXA-26	3001421	Perfect	resfinder
blaOXA-270_1_APQM01000006	OXA-270	3001726	Perfect	resfinder
blaOXA-271_1_APQO01000006	OXA-271	3001727	Perfect	resfinder
blaOXA-272_1_LSAL01000001	OXA-272	3001728	Perfect	resfinder
blaOXA-273_1_APQN01000012	OXA-273	3001729	Perfect	resfinder
blaOXA-274_1_APOS01000038	OXA-274	3001730	Perfect	resfinder
blaOXA-275_1_APPJ01000001	OXA-275	3001731	Perfect	resfinder
blaOXA-276_1_APPI01000013	OXA-276	3001732	Perfect	resfinder
blaOXA-277_1_APPQ01000011	OXA-277	3001733	Perfect	resfinder
blaOXA-278_1_KC771279	OXA-278	3001681	Perfect	resfinder
blaOXA-279_1_APOM01000058	OXA-279	3001734	Perfect	resfinder
blaOXA-27_1_AF201828	OXA-27	3001422	Perfect	resfinder
blaOXA-280_1_APPZ01000001	OXA-280	3001735	Perfect	resfinder
blaOXA-281_1_APON01000041	OXA-281	3001736	Perfect	resfinder
blaOXA-282_1_APQS01000019	OXA-282	3001737	Perfect	resfinder
blaOXA-283_1_AYHO01000005	OXA-283	3001738	Perfect	resfinder
blaOXA-284_1_APRU01000004	OXA-284	3001739	Perfect	resfinder
blaOXA-285_1_APRY01000059	OXA-285	3001740	Perfect	resfinder
blaOXA-286_1_APOI01000030	OXA-286	3001741	Perfect	resfinder
blaOXA-287_1_NG_050609	OXA-287	3001742	Perfect	resfinder
blaOXA-288_1_APRN01000033	OXA-288	3001743	Perfect	resfinder
blaOXA-289_1_APRM01000005	OXA-289	3001744	Strict	resfinder
blaOXA-28_1_AF231133	OXA-28	3001423	Perfect	resfinder
blaOXA-290_1_APOK01000044	OXA-290	3001745	Perfect	resfinder
blaOXA-291_1_APRL01000010	OXA-291	3001746	Perfect	resfinder
blaOXA-292_1_APRO01000007	OXA-292	3001747	Perfect	resfinder
blaOXA-293_1_NG_050610	OXA-293	3001748	Perfect	resfinder
blaOXA-294_1_APPC01000015	OXA-294	3001749	Perfect	resfinder
blaOXA-295_1_APRW01000016	OXA-295	3001750	Perfect	resfinder
blaOXA-296_1_APOH01000009	OXA-296	3001751	Perfect	resfinder
blaOXA-297_1_APRR01000006	OXA-297	3001752	Strict	resfinder
blaOXA-298_1_APSA01000003	OXA-298	3001753	Strict	resfinder
blaOXA-299_1_APQD01000016	OXA-299	3001754	Perfect	resfinder
blaOXA-29_1_AJ400619	OXA-29	3001424	Perfect	resfinder
blaOXA-2_1_DQ112222	OXA-2	3001397	Perfect	resfinder
blaOXA-2_2_GQ466184	OXA-2	3001397	Perfect	resfinder
blaOXA-300_1_APPK01000054	OXA-300	3001755	Perfect	resfinder
blaOXA-301_1_APQG01000050	OXA-301	3001756	Perfect	resfinder
blaOXA-302_1_APRT01000004	OXA-302	3001757	Perfect	resfinder
blaOXA-303_1_APSD01000035	OXA-303	3001758	Perfect	resfinder
blaOXA-304_1_APSC01000007	OXA-304	3001759	Perfect	resfinder
blaOXA-305_1_APPF01000021	OXA-305	3001760	Perfect	resfinder
blaOXA-306_1_APSB01000022	OXA-306	3001761	Perfect	resfinder
blaOXA-307_1_NG_050611	OXA-307	3001762	Perfect	resfinder
blaOXA-308_1_APPN01000080	OXA-308	3001763	Perfect	resfinder
blaOXA-309_1_HF947514	OXA-309	3001504	Perfect	resfinder
blaOXA-312_1_KF057029	OXA-312	3001683	Perfect	resfinder
blaOXA-313_1_KF057030	OXA-313	3001684	Perfect	resfinder
blaOXA-314_1_KF057031	OXA-314	3001685	Perfect	resfinder
blaOXA-315_1_KF057032	OXA-315	3001686	Perfect	resfinder
blaOXA-316_1_KF057033	OXA-316	3001687	Perfect	resfinder
blaOXA-317_1_KF057034	OXA-317	3001688	Perfect	resfinder
blaOXA-31_1_AF294653	OXA-31	3001425	Perfect	resfinder
blaOXA-320_1_KF151169	OXA-320	3001793	Perfect	resfinder
blaOXA-322_1_KF203096	OXA-322	3001510	Perfect	resfinder
blaOXA-323_1_KF203097	OXA-323	3001511	Perfect	resfinder
blaOXA-324_1_KF203098	OXA-324	3001512	Perfect	resfinder
blaOXA-325_1_KF203099	OXA-325	3001513	Perfect	resfinder
blaOXA-326_1_KF203100	OXA-326	3001514	Perfect	resfinder
blaOXA-327_1_KF203101	OXA-327	3001515	Perfect	resfinder
blaOXA-328_1_KF203102	OXA-328	3001516	Perfect	resfinder
blaOXA-329_1_KF203103	OXA-329	3001517	Perfect	resfinder
blaOXA-32_1_AF315351	OXA-32	3001426	Perfect	resfinder
blaOXA-330_1_KF203104	OXA-330	3001518	Perfect	resfinder
blaOXA-331_1_KF203105	OXA-331	3001519	Perfect	resfinder
blaOXA-332_1_KF203106	OXA-332	3001520	Perfect	resfinder
blaOXA-333_1_KF203107	OXA-333	3001521	Perfect	resfinder
blaOXA-334_1_KF203108	OXA-334	3001522	Perfect	resfinder
blaOXA-335_1_KF203109	OXA-335	3001523	Perfect	resfinder
blaOXA-336_1_KF048907	OXA-336	3001524	Perfect	resfinder
blaOXA-337_1_KF048908	OXA-337	3001525	Perfect	resfinder
blaOXA-338_1_KF048909	OXA-338	3001526	Perfect	resfinder
blaOXA-339_1_KF048911	OXA-339	3001527	Perfect	resfinder
blaOXA-340_1_KF048912	OXA-340	3001528	Perfect	resfinder
blaOXA-341_1_KF048913	OXA-341	3001529	Perfect	resfinder
blaOXA-342_1_KF048915	OXA-342	3001530	Perfect	resfinder
blaOXA-343_1_KF048916	OXA-343	3001531	Perfect	resfinder
blaOXA-344_1_KF048917	OXA-344	3001532	Perfect	resfinder
blaOXA-345_1_KF048918	OXA-345	3001533	Perfect	resfinder
blaOXA-346_1_KF048919	OXA-346	3001534	Perfect	resfinder
blaOXA-347_1_ACWG01000053	OXA-347	3001777	Perfect	resfinder
blaOXA-348_1_KF297577	OXA-348	3001535	Perfect	resfinder
blaOXA-349_1_KF297578	OXA-349	3001536	Perfect	resfinder
blaOXA-34_1_AF350424	OXA-543	3005318	Strict	resfinder
blaOXA-350_1_KF297579	OXA-350	3001537	Perfect	resfinder
blaOXA-351_1_KF297580	OXA-351	3001538	Perfect	resfinder
blaOXA-352_1_KF297581	OXA-352	3001539	Perfect	resfinder
blaOXA-353_1_KF297582	OXA-353	3001540	Perfect	resfinder
blaOXA-354_1_KF297583	OXA-354	3001541	Perfect	resfinder
blaOXA-355_1_KF297584	OXA-355	3001542	Perfect	resfinder
blaOXA-356_1_KF297585	OXA-356	3001543	Perfect	resfinder
blaOXA-357_1_KF421160	OXA-357	3001544	Perfect	resfinder
blaOXA-358_1_KF421161	OXA-358	3001545	Perfect	resfinder
blaOXA-359_1_KF421162	OXA-359	3001546	Perfect	resfinder
blaOXA-35_1_AF315786	OXA-35	3001429	Perfect	resfinder
blaOXA-360_1_KF421163	OXA-360	3001547	Perfect	resfinder
blaOXA-361_1_KF460531	OXA-361	3001548	Perfect	resfinder
blaOXA-362_1_KF460532	OXA-362	3001549	Perfect	resfinder
blaOXA-363_1_KF460533	OXA-363	3001550	Perfect	resfinder
blaOXA-364_1_JX306689	OXA-364	3001551	Perfect	resfinder
blaOXA-365_1_KF885217	OXA-365	3001552	Perfect	resfinder
blaOXA-366_1_KP050485	OXA-366	3001553	Perfect	resfinder
blaOXA-368_1_KT736121	OXA-368	3001555	Perfect	resfinder
blaOXA-36_1_AF300985	OXA-1049	3008468	Strict	resfinder
blaOXA-370_1_KJ488943	OXA-370	3001774	Perfect	resfinder
blaOXA-371_1_AB871653	OXA-371	3001557	Perfect	resfinder
blaOXA-372_1_KJ746496	OXA-372	3001558	Perfect	resfinder
blaOXA-373_1_HG931732	OXA-373	3001559	Perfect	resfinder
blaOXA-374_1_KF986255	OXA-374	3001560	Perfect	resfinder
blaOXA-375_1_KF986256	OXA-375	3001561	Perfect	resfinder
blaOXA-376_1_KF986257	OXA-376	3001562	Perfect	resfinder
blaOXA-377_1_KF986258	OXA-377	3001563	Perfect	resfinder
blaOXA-378_1_KF986259	OXA-378	3001564	Perfect	resfinder
blaOXA-379_1_KF986260	OXA-379	3001565	Perfect	resfinder
blaOXA-37_1_AY007784	OXA-37	3001431	Strict	resfinder
blaOXA-380_1_KF986261	OXA-380	3001566	Perfect	resfinder
blaOXA-381_1_KJ135344	OXA-381	3001567	Perfect	resfinder
blaOXA-382_1_KJ135345	OXA-382	3001568	Perfect	resfinder
blaOXA-383_1_KF986262	OXA-383	3001569	Perfect	resfinder
blaOXA-384_1_KF986263	OXA-384	3001570	Perfect	resfinder
blaOXA-385_1_KF986253	OXA-385	3001571	Perfect	resfinder
blaOXA-386_1_KF986254	OXA-386	3001572	Perfect	resfinder
blaOXA-387_1_KJ173478	OXA-387	3001573	Perfect	resfinder
blaOXA-388_1_KJ135343	OXA-388	3001574	Perfect	resfinder
blaOXA-389_1_KJ135346	OXA-389	3001575	Perfect	resfinder
blaOXA-390_1_KJ135342	OXA-390	3001576	Perfect	resfinder
blaOXA-391_1_KJ427797	OXA-391	3001577	Perfect	resfinder
blaOXA-392_1_AB901044	OXA-392	3001578	Perfect	resfinder
blaOXA-395_1_AY306133	OXA-395	3001581	Perfect	resfinder
blaOXA-396_1_AY306134	OXA-396	3001582	Perfect	resfinder
blaOXA-397_1_KM087865	OXA-397	3001583	Perfect	resfinder
blaOXA-398_1_KM087842	OXA-398	3001584	Perfect	resfinder
blaOXA-3_1_L07945	OXA-3	3001398	Perfect	resfinder
blaOXA-400_1_KJ780078	OXA-400	3001586	Perfect	resfinder
blaOXA-401_1_KJ780076	OXA-401	3001587	Perfect	resfinder
blaOXA-402_1_JX865391	OXA-402	3001588	Perfect	resfinder
blaOXA-403_1_KJ920337	OXA-403	3001589	Perfect	resfinder
blaOXA-404_1_KJ920338	OXA-404	3001595	Perfect	resfinder
blaOXA-405_1_KM589641	OXA-405	3001596	Perfect	resfinder
blaOXA-406_1_KJ584915	OXA-406	3001597	Perfect	resfinder
blaOXA-407_1_KJ584916	OXA-407	3001598	Perfect	resfinder
blaOXA-408_1_KJ584917	OXA-408	3001599	Perfect	resfinder
blaOXA-409_1_KJ584918	OXA-409	3001600	Perfect	resfinder
blaOXA-410_1_KJ584919	OXA-410	3001601	Perfect	resfinder
blaOXA-411_1_KJ584920	OXA-411	3001602	Perfect	resfinder
blaOXA-412_1_KJ584921	OXA-412	3001603	Perfect	resfinder
blaOXA-413_1_KJ584922	OXA-413	3001604	Perfect	resfinder
blaOXA-414_1_KJ584914	OXA-414	3001605	Perfect	resfinder
blaOXA-415_1_KJ865754	OXA-415	3001606	Perfect	resfinder
blaOXA-416_1_KP264119	OXA-416	3001607	Perfect	resfinder
blaOXA-417_1_KM220587	OXA-417	3001608	Perfect	resfinder
blaOXA-418_1_KJ997966	OXA-418	3002496	Perfect	resfinder
blaOXA-420_1_AB983359	OXA-420	3003116	Perfect	resfinder
blaOXA-421_1_KM401566	OXA-421	3003117	Perfect	resfinder
blaOXA-422_1_KM433671	OXA-422	3003160	Perfect	resfinder
blaOXA-423_1_KM433672	OXA-423	3003161	Perfect	resfinder
blaOXA-424_1_KM588352	OXA-424	3003147	Perfect	resfinder
blaOXA-425_1_KM588353	OXA-425	3003148	Perfect	resfinder
blaOXA-426_1_KM588354	OXA-426	3003149	Perfect	resfinder
blaOXA-427_1_KX827604	OXA-427	3003115	Perfect	resfinder
blaOXA-429_1_KM979376	OXA-429	3003120	Perfect	resfinder
blaOXA-42_1_AJ488302	OXA-42	3001769	Perfect	resfinder
blaOXA-430_1_KM979377	OXA-430	3003121	Perfect	resfinder
blaOXA-431_1_KM979378	OXA-431	3003124	Perfect	resfinder
blaOXA-432_1_KM979379	OXA-432	3003125	Perfect	resfinder
blaOXA-433_1_KM979380	OXA-433	3003126	Perfect	resfinder
blaOXA-435_1_KP144324	OXA-435	3003162	Perfect	resfinder
blaOXA-436_1_KT959105	OXA-436	3003128	Perfect	resfinder
blaOXA-437_1_KP410856	OXA-437	3003593	Perfect	resfinder
blaOXA-438_1_KP410734	OXA-438	3003594	Perfect	resfinder
blaOXA-439_1_KP727573	OXA-439	3003595	Perfect	resfinder
blaOXA-43_1_AJ488303	OXA-43	3001770	Perfect	resfinder
blaOXA-440_1_KP727574	OXA-440	3003596	Perfect	resfinder
blaOXA-441_1_JX865394	OXA-441	3003597	Perfect	resfinder
blaOXA-442_1_KP844571	OXA-442	3003598	Perfect	resfinder
blaOXA-443_1_LC030178	OXA-443	3003599	Perfect	resfinder
blaOXA-444_1_CP010800	OXA-444	3003600	Perfect	resfinder
blaOXA-446_1_KR061495	OXA-446	3003602	Perfect	resfinder
blaOXA-447_1_KR061496	OXA-447	3003603	Perfect	resfinder
blaOXA-448_1_KR061497	OXA-448	3003604	Perfect	resfinder
blaOXA-449_1_KR061498	OXA-449	3003605	Perfect	resfinder
blaOXA-450_1_KR061502	OXA-450	3003606	Perfect	resfinder
blaOXA-451_1_KR061504	OXA-451	3003607	Perfect	resfinder
blaOXA-452_1_KR061505	OXA-452	3003608	Perfect	resfinder
blaOXA-453_1_KR061507	OXA-453	3003609	Perfect	resfinder
blaOXA-454_1_LC037981	OXA-454	3003610	Perfect	resfinder
blaOXA-455_1_KP903885	OXA-455	3003611	Perfect	resfinder
blaOXA-457_1_KP903887	OXA-457	3003613	Perfect	resfinder
blaOXA-458_1_KP903888	OXA-458	3003614	Perfect	resfinder
blaOXA-459_1_KP903889	OXA-459	3003615	Perfect	resfinder
blaOXA-45_1_AJ519683	OXA-45	3001794	Perfect	resfinder
blaOXA-460_1_KR061508	OXA-460	3003616	Perfect	resfinder
blaOXA-461_1_KR061509	OXA-461	3003617	Perfect	resfinder
blaOXA-464_1_KU721146	OXA-464	3003620	Perfect	resfinder
blaOXA-465_1_KR061500	OXA-465	3003621	Strict	resfinder
blaOXA-466_1_KR061501	OXA-466	3003622	Strict	resfinder
blaOXA-46_1_AF317511	OXA-46	3001797	Perfect	resfinder
blaOXA-470_1_KR182163	OXA-470	3003626	Perfect	resfinder
blaOXA-471_1_EU086833	OXA-471	3003627	Perfect	resfinder
blaOXA-472_1_KR182165	OXA-472	3003628	Perfect	resfinder
blaOXA-473_1_KR182166	OXA-473	3003629	Perfect	resfinder
blaOXA-474_1_KR182167	OXA-474	3003631	Perfect	resfinder
blaOXA-475_1_KR182168	OXA-475	3003632	Perfect	resfinder
blaOXA-476_1_KR182169	OXA-476	3003633	Perfect	resfinder
blaOXA-477_1_KR182170	OXA-477	3003634	Perfect	resfinder
blaOXA-478_1_KR182171	OXA-478	3003635	Perfect	resfinder
blaOXA-479_1_KR182172	OXA-479	3003636	Perfect	resfinder
blaOXA-47_1_AY237830	OXA-47	3001781	Perfect	resfinder
blaOXA-480_1_KR872296	OXA-480	3003637	Perfect	resfinder
blaOXA-482_1_KP264124	OXA-482	3003639	Perfect	resfinder
blaOXA-483_1_KP264125	OXA-483	3003640	Perfect	resfinder
blaOXA-484_1_KR401105	OXA-484	3003641	Perfect	resfinder
blaOXA-485_1_LLNM01000004	OXA-485	3003642	Perfect	resfinder
blaOXA-486_1_AY597426	OXA-486	3003643	Perfect	resfinder
blaOXA-488_1_CP017969	OXA-488	3003645	Perfect	resfinder
blaOXA-489_1_CP013733	OXA-489	3005724	Perfect	resfinder
blaOXA-48_1_AY236073	OXA-48	3001782	Perfect	resfinder
blaOXA-490_1_KU721147	OXA-464	3003620	Strict	resfinder
blaOXA-491_1_KU721148	OXA-491	3005725	Perfect	resfinder
blaOXA-493_1_CP007774	OXA-493	3005726	Perfect	resfinder
blaOXA-493_1_KU739135	OXA-493	3005726	Perfect	resfinder
blaOXA-494_1_AY597430	OXA-494	3005727	Perfect	resfinder
blaOXA-496_1_KT200608	OXA-496	3005335	Perfect	resfinder
blaOXA-497_1_LKJZ01000136	OXA-497	3005728	Perfect	resfinder
blaOXA-499_1_KT964029	OXA-499	3005343	Perfect	resfinder
blaOXA-49_1_AY288523	OXA-49	3001671	Perfect	resfinder
blaOXA-4_1_AY162283	OXA-4	3001399	Perfect	resfinder
blaOXA-500_1_JMNQ01000002	OXA-500	3005730	Perfect	resfinder
blaOXA-501_1_KU167110	OXA-501	3005731	Perfect	resfinder
blaOXA-502_1_KU167111	OXA-502	3005732	Perfect	resfinder
blaOXA-503_1_KU167109	OXA-503	3005733	Perfect	resfinder
blaOXA-505_1_KU531433	OXA-505	3005735	Perfect	resfinder
blaOXA-506_1_KU571454	OXA-506	3005736	Perfect	resfinder
blaOXA-507_1_KU551305	OXA-507	3005737	Perfect	resfinder
blaOXA-508_1_KU596972	OXA-508	3005738	Perfect	resfinder
blaOXA-509_1_KU692025	OXA-509	3005739	Perfect	resfinder
blaOXA-50_1_AY306130	OXA-50	3001796	Perfect	resfinder
blaOXA-510_1_JX865393	OXA-510	3005740	Perfect	resfinder
blaOXA-511_1_KU710720	OXA-511	3005741	Perfect	resfinder
blaOXA-512_1_KU726870	OXA-512	3005742	Perfect	resfinder
blaOXA-513_1_KU323972	OXA-513	3005743	Perfect	resfinder
blaOXA-514_1_KU866382	OXA-514	3005744	Perfect	resfinder
